Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2024-11-20,CAULFIELD HEATH,3,SECRETSQUIRREL BIZ,4,RHYS MCLEOD,Kane Harris,16.0,,1200,3YO+ MDN,GOOD4,FINE,12
2024-11-20,CAULFIELD HEATH,3,SIGABA,3,JAMIE MOTT,Kane Harris,19.0,,1200,3YO+ MDN,GOOD4,FINE,12
2024-11-20,CAULFIELD HEATH,3,WELKIN STAR,7,REMI TREMSAL,Kelvin Southey,31.0,,1200,3YO+ MDN,GOOD4,FINE,12
2024-11-20,CAULFIELD HEATH,3,LE PLUS RAPIDE,2,BLAKE SHINN,Henry Dwyer,3.4,,1200,3YO+ MDN,GOOD4,FINE,12
2024-11-20,CAULFIELD HEATH,3,WACO KID,6,CARLEEN HEFEL,Julien Welsh,12.0,2.0,1200,3YO+ MDN,GOOD4,FINE,12
2024-11-20,CAULFIELD HEATH,3,ART CRITIC,9,DANIEL STACKHOUSE,Ken & Kasey Keys,8.0,4.0,1200,3YO+ MDN,GOOD4,FINE,12
2024-11-20,CAULFIELD HEATH,3,LITTLEBIRDIE,12,DANIEL MOOR,Trent Busuttin & Natalie Young,2.5,,1200,3YO+ MDN,GOOD4,FINE,12
2024-11-20,CAULFIELD HEATH,3,POETIC STORM,5,JYE MCNEIL,Robbie Griffiths & Mathew de Kock,3.0,1.0,1200,3YO+ MDN,GOOD4,FINE,12
2024-11-20,CAULFIELD HEATH,3,RELATIVES,1,CELINE GAUDRAY,Rhonda Mangan,101.0,,1200,3YO+ MDN,GOOD4,FINE,12
2024-11-20,CAULFIELD HEATH,3,SUN AND WAVES,4,JAKE NOONAN,Brooke Schreuder,101.0,,1200,3YO+ MDN,GOOD4,FINE,12
2024-11-20,CAULFIELD HEATH,3,TALKTOMEBABY,3,SAFFRON OSBORNE,Ciaron Maher,9.0,,1200,3YO+ MDN,GOOD4,FINE,12
2024-11-20,CAULFIELD HEATH,3,THE SECRET,8,BEAU MERTENS,Nikki Burke,7.0,3.0,1200,3YO+ MDN,GOOD4,FINE,12
2024-11-20,CAULFIELD HEATH,4,ANOTHER DUMPLING,2,BLAKE SHINN,Clayton Douglas,7.0,,1200,3YO BM64,GOOD4,FINE,10
2024-11-20,CAULFIELD HEATH,4,CASTELLAR,3,MARK ZAHRA,Robbie Laing,5.5,,1200,3YO BM64,GOOD4,FINE,10
2024-11-20,CAULFIELD HEATH,4,HARPALEE,5,LUKE CURRIE,"Ben, Will & JD Hayes",13.0,2.0,1200,3YO BM64,GOOD4,FINE,10
2024-11-20,CAULFIELD HEATH,4,ROYAL INSIGNIA,8,JAMIE MOTT,Grahame Begg,3.1,1.0,1200,3YO BM64,GOOD4,FINE,10
2024-11-20,CAULFIELD HEATH,4,STAY HUMBLE,9,BILLY EGAN,Leon & Troy Corstens & Will Larkin,19.0,,1200,3YO BM64,GOOD4,FINE,10
2024-11-20,CAULFIELD HEATH,4,THE DABBLE EFFECT,6,DANIEL STACKHOUSE,Phillip Stokes,13.0,3.0,1200,3YO BM64,GOOD4,FINE,10
2024-11-20,CAULFIELD HEATH,4,TRIOMPHE,2,ETHAN BROWN,Maddie Raymond,41.0,,1200,3YO BM64,GOOD4,FINE,10
2024-11-20,CAULFIELD HEATH,4,CORA LYNN,7,DECLAN BATES,Ciaron Maher,8.0,,1200,3YO BM64,GOOD4,FINE,10
2024-11-20,CAULFIELD HEATH,4,VERSAILLE,1,LUKE NOLEN,Peter G Moody & Katherine Coleman,7.5,,1200,3YO BM64,GOOD4,FINE,10
2024-11-20,CAULFIELD HEATH,4,PATRIOT STAR,4,DAMIAN LANE,Matt Laurie,4.0,4.0,1200,3YO BM64,GOOD4,FINE,10
2024-11-20,CAULFIELD HEATH,5,VIVIDEEL,8,DECLAN BATES,Tony & Calvin McEvoy,21.0,,1800,BM70,GOOD4,FINE,9
2024-11-20,CAULFIELD HEATH,5,HOOAH HAVANA,4,FRED KERSLEY,Lindsey Smith,4.8,,1800,BM70,GOOD4,FINE,9
2024-11-20,CAULFIELD HEATH,5,SON OF SOLLY,2,BLAKE SHINN,Grahame Begg,7.0,2.0,1800,BM70,GOOD4,FINE,9
2024-11-20,CAULFIELD HEATH,5,UNTETHERED,5,BLAIKE MCDOUGALL,Michael Moroney & Glen Thompson,13.0,,1800,BM70,GOOD4,FINE,9
2024-11-20,CAULFIELD HEATH,5,MACY MOON,7,JORDAN CHILDS,Tom Dabernig,8.5,3.0,1800,BM70,GOOD4,FINE,9
2024-11-20,CAULFIELD HEATH,5,AUSTRATA,6,DAMIAN LANE,Reece Goodwin,23.0,,1800,BM70,GOOD4,FINE,9
2024-11-20,CAULFIELD HEATH,5,DIVINE CROWN,1,DANIEL STACKHOUSE,Paul Cumming,10.0,1.0,1800,BM70,GOOD4,FINE,9
2024-11-20,CAULFIELD HEATH,5,DRAMATICUS,3,MARK ZAHRA,Anthony & Sam Freedman,4.2,,1800,BM70,GOOD4,FINE,9
2024-11-20,CAULFIELD HEATH,5,HOWLIN' RAIN,9,CARLEEN HEFEL,Cindy Alderson,4.8,4.0,1800,BM70,GOOD4,FINE,9
2024-11-20,CAULFIELD HEATH,6,DELICIOUS TYCOON,7,BEN MELHAM,Gavin Bedggood,1.01,,1500,BM70 FM,GOOD4,FINE,10
2024-11-20,CAULFIELD HEATH,6,SASQUALAH,1,MARK ZAHRA,Symon Wilde,11.0,4.0,1500,BM70 FM,GOOD4,FINE,10
2024-11-20,CAULFIELD HEATH,6,FRENCHMANS BAY,4,DECLAN BATES,Andrew Noblet,15.0,,1500,BM70 FM,GOOD4,FINE,10
2024-11-20,CAULFIELD HEATH,6,DIVINE THOUGHTS,7,LUKE NOLEN,Peter G Moody & Katherine Coleman,2.8,2.0,1500,BM70 FM,GOOD4,FINE,10
2024-11-20,CAULFIELD HEATH,6,DANE ON TOUR,6,CELINE GAUDRAY,David & Coral Feek,6.5,,1500,BM70 FM,GOOD4,FINE,10
