Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2024-02-01,GOSFORD,1,FLEET COMMANDER,1,TIM CLARK,Bjorn Baker,1.5,2.0,2100,3YO+ BM64,GOOD4,OCAST,8
2024-02-01,GOSFORD,1,OWEN COUNTY,4,TOMMY BERRY,Brad Widdup,4.2,1.0,2100,3YO+ BM64,GOOD4,OCAST,8
2024-02-01,GOSFORD,1,CARING LASS,7,ASHLEY MORGAN,Matthew Smith,7.0,,2100,3YO+ BM64,GOOD4,OCAST,8
2024-02-01,GOSFORD,1,GRENOBLE,7,DYLAN GIBBONS,James Ponsonby,23.0,,2100,3YO+ BM64,GOOD4,OCAST,8
2024-02-01,GOSFORD,1,STATESVILLE,5,ANDREW GIBBONS,James Ponsonby,34.0,,2100,3YO+ BM64,GOOD4,OCAST,8
2024-02-01,GOSFORD,1,KIKIKAPOW,2,REECE JONES,Steve Hodge,19.0,3.0,2100,3YO+ BM64,GOOD4,OCAST,8
2024-02-01,GOSFORD,1,LOVE RULES,3,CHELSEA HILLIER,Rodney Northam,7.5,,2100,3YO+ BM64,GOOD4,OCAST,8
2024-02-01,GOSFORD,1,JAMROCK,6,ALYSHA COLLETT,Mick Attard,41.0,4.0,2100,3YO+ BM64,GOOD4,OCAST,8
2024-02-01,GOSFORD,2,PEACEFUL PRINCE,7,STEFANO CHERCHI,Annabel Neasham,8.5,,1000,MDN,GOOD4,OCAST,9
2024-02-01,GOSFORD,2,MIDNIGHT HARRY,9,NOT NOTIFIED,David Payne,0.0,,1000,MDN,GOOD4,OCAST,9
2024-02-01,GOSFORD,2,ROCKIN' MILLIE,8,ZAC WADICK,Adam Duggan,12.0,,1000,MDN,GOOD4,OCAST,9
2024-02-01,GOSFORD,2,LUNA FIELD,1,TOMMY BERRY,Bjorn Baker,1.7,2.0,1000,MDN,GOOD4,OCAST,9
2024-02-01,GOSFORD,2,PRINCE OF WALES,4,REECE JONES,Con Karakatsanis,18.0,3.0,1000,MDN,GOOD4,OCAST,9
2024-02-01,GOSFORD,2,SLEEPING LION,3,JESS TAYLOR,Paul Perry,10.0,4.0,1000,MDN,GOOD4,OCAST,9
2024-02-01,GOSFORD,2,LAYIN' FOUR,3,PETER WELLS,Anthony Mountney,9.0,,1000,MDN,GOOD4,OCAST,9
2024-02-01,GOSFORD,2,MERCHANT LADY,5,TOM SHERRY,Peter & Paul Snowden,2.5,1.0,1000,MDN,GOOD4,OCAST,9
2024-02-01,GOSFORD,2,UFANA,2,ANDREW ADKINS,Jay Hopkins,151.0,,1000,MDN,GOOD4,OCAST,9
2024-02-01,GOSFORD,3,LA FRECCIA,2,AARON BULLOCK,John O'Shea,6.0,,1600,CL1,GOOD4,OCAST,9
2024-02-01,GOSFORD,3,MAD DEEL,9,ZAC LLOYD,Peter & Paul Snowden,2.8,2.0,1600,CL1,GOOD4,OCAST,9
2024-02-01,GOSFORD,3,APOLLO MISSION,3,ROBBIE DOWNEY,Mitchell Beer,12.0,1.0,1600,CL1,GOOD4,OCAST,9
2024-02-01,GOSFORD,3,PARABELLUM,6,TOMMY BERRY,Ciaron Maher,5.5,4.0,1600,CL1,GOOD4,OCAST,9
