Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2024-04-07,DUBBO,1,KARAOKE KING,1,ZOE HUNT,Clint Lundholm,3.4,1.0,2200,CL1 SW,SOFT7,FINE,9
2024-04-07,DUBBO,1,SELVAM,2,ROBBIE DOWNEY,Jeremy Sylvester,9.5,,2200,CL1 SW,SOFT7,FINE,9
2024-04-07,DUBBO,1,GRAEME'S SHOUT,3,BRAITH NOCK,Garry Lunn,6.0,,2200,CL1 SW,SOFT7,FINE,9
2024-04-07,DUBBO,1,CAOIMHE,7,COBI VITLER,Sally Torrens,10.0,4.0,2200,CL1 SW,SOFT7,FINE,9
2024-04-07,DUBBO,1,KALPANA,8,WENDY PEEL,Connie Greig,2.8,2.0,2200,CL1 SW,SOFT7,FINE,9
2024-04-07,DUBBO,1,MAYAPPLE,4,WILLIAM STANLEY,Connie Greig,11.0,,2200,CL1 SW,SOFT7,FINE,9
2024-04-07,DUBBO,1,DEIFIC,9,MIKAYLA WEIR,Jeremy Sylvester,8.0,3.0,2200,CL1 SW,SOFT7,FINE,9
2024-04-07,DUBBO,1,DON'T TELL TARA,6,SHAYLEIGH INGELSE,Garry Lunn,61.0,,2200,CL1 SW,SOFT7,FINE,9
2024-04-07,DUBBO,1,RADIANT GLOW,5,ANTHONY CAVALLO,Roy McCabe,18.0,,2200,CL1 SW,SOFT7,FINE,9
2024-04-07,DUBBO,2,MAD HARRY,9,BRAITH NOCK,Brett Cavanough,5.0,3.0,1600,MDN,SOFT7,FINE,12
2024-04-07,DUBBO,2,ORCYM BUSBY,4,WILLIAM STANLEY,Brad Draper,8.5,2.0,1600,MDN,SOFT7,FINE,12
2024-04-07,DUBBO,2,PARTYGATE,2,DARRYL MCLELLAN,Stephen Jones,6.5,,1600,MDN,SOFT7,FINE,12
2024-04-07,DUBBO,2,CLEVER COOKIE,5,GRANT BUCKLEY,Danielle Seib,2.4,,1600,MDN,SOFT7,FINE,12
2024-04-07,DUBBO,2,DONNA EMILIA,3,JESSICA BROOKES,Brett Thompson,12.0,4.0,1600,MDN,SOFT7,FINE,12
2024-04-07,DUBBO,2,FLASH DANDINO,8,EMMA LY,Michael Lunn,151.0,,1600,MDN,SOFT7,FINE,12
2024-04-07,DUBBO,2,I AM DUTCH,12,NOT NOTIFIED,Ray Hartley,0.0,,1600,MDN,SOFT7,FINE,12
2024-04-07,DUBBO,2,LAISVAS,1,MIKAYLA WEIR,Connie Greig,5.5,1.0,1600,MDN,SOFT7,FINE,12
2024-04-07,DUBBO,2,MAGIC SORCERER,3,ROBBIE DOWNEY,Todd Howlett,11.0,,1600,MDN,SOFT7,FINE,12
2024-04-07,DUBBO,2,SHAMISTER,11,SERG LISNYY,Michael Mulholland,12.0,,1600,MDN,SOFT7,FINE,12
2024-04-07,DUBBO,2,THINK'N LUCKY,6,ANDREW BANKS,Sally Torrens,61.0,,1600,MDN,SOFT7,FINE,12
2024-04-07,DUBBO,2,WELLERMAN,7,SARAH MCDONOUGH,Dean McHardie,34.0,,1600,MDN,SOFT7,FINE,12
2024-04-07,DUBBO,3,ALWAYS A SAINT,2,BRAITH NOCK,Cindy Monaghan,2.3,1.0,1000,MDN SW,SOFT7,FINE,13
2024-04-07,DUBBO,3,HIGH CHARGE,7,GEORGINA MCDONNELL,Clint Lundholm,8.0,2.0,1000,MDN SW,SOFT7,FINE,13
2024-04-07,DUBBO,3,LITTLE DITTY,5,GRANT BUCKLEY,Brett Robb,3.8,3.0,1000,MDN SW,SOFT7,FINE,13
2024-04-07,DUBBO,3,VINLAGO,1,MITCH STAPLEFORD,Dale Riley,7.5,4.0,1000,MDN SW,SOFT7,FINE,13
2024-04-07,DUBBO,3,DON'TKNOWYET,7,DARRYL MCLELLAN,Stephen Jones,14.0,,1000,MDN SW,SOFT7,FINE,13
2024-04-07,DUBBO,3,ROCK 'N' REIGN,6,NOT NOTIFIED,Cameron Crockett,4.0,,1000,MDN SW,SOFT7,FINE,13
2024-04-07,DUBBO,3,JOYFUL JINK,3,DANIEL NORTHEY,Les Roberts,9.0,,1000,MDN SW,SOFT7,FINE,13
