Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2024-01-18,WYONG,1,LONHANOVA,10,CHAD SCHOFIELD,Gary Portelli,15.0,,1000,MDN,SOFT7,FINE,10
2024-01-18,WYONG,1,NIGHTCAPPED,5,LEE MAGORRIAN,Nathan Doyle,4.6,,1000,MDN,SOFT7,FINE,10
2024-01-18,WYONG,1,STILL ALICE,8,JAY FORD,Lee & Cherie Curtis,2.4,1.0,1000,MDN,SOFT7,FINE,10
2024-01-18,WYONG,1,DUSTY RUBBLE,2,JETT STANLEY,Karen Outtrim,41.0,,1000,MDN,SOFT7,FINE,10
2024-01-18,WYONG,1,GALACTIC MISS,7,DEANNE PANYA,Marc Conners,7.0,3.0,1000,MDN,SOFT7,FINE,10
2024-01-18,WYONG,1,HALKIS,7,BROCK RYAN,Robert & Luke Price,41.0,,1000,MDN,SOFT7,FINE,10
2024-01-18,WYONG,1,JUST WAI,3,MIKAYLA WEIR,Jason Coyle,11.0,4.0,1000,MDN,SOFT7,FINE,10
2024-01-18,WYONG,1,SNEAKY WON,4,JENNY DUGGAN,Damien Lane,126.0,,1000,MDN,SOFT7,FINE,10
2024-01-18,WYONG,1,YUKAN ROSE,6,DYLAN GIBBONS,David Pfieffer,3.5,2.0,1000,MDN,SOFT7,FINE,10
2024-01-18,WYONG,1,ZILLIONS,1,JAKE BARRETT,John Higgins,151.0,,1000,MDN,SOFT7,FINE,10
2024-01-18,WYONG,2,NORTON ROAD,6,ANNA ROPER,Rodney Bailey,2.6,1.0,1200,MDN,SOFT7,FINE,11
2024-01-18,WYONG,2,SHIGERU,8,ASHLEY MORGAN,Jason Deamer,5.5,3.0,1200,MDN,SOFT7,FINE,11
2024-01-18,WYONG,2,HEADSTART,3,AMY MCLUCAS,Nick Mitchell,41.0,,1200,MDN,SOFT7,FINE,11
2024-01-18,WYONG,2,FUGITIVA,2,BROCK RYAN,Robert & Luke Price,4.2,2.0,1200,MDN,SOFT7,FINE,11
2024-01-18,WYONG,2,THRILL OF BRAZIL,5,GRANT BUCKLEY,Kylie Gavenlock,6.0,,1200,MDN,SOFT7,FINE,11
2024-01-18,WYONG,2,DAISUKI,7,JEAN VAN OVERMEIRE,Brett Lazzarini,41.0,,1200,MDN,SOFT7,FINE,11
2024-01-18,WYONG,2,DUBAI DAME,7,NOT NOTIFIED,Brad Widdup,13.0,,1200,MDN,SOFT7,FINE,11
2024-01-18,WYONG,2,FINEST ART,4,REECE JONES,Damien Lane,10.0,4.0,1200,MDN,SOFT7,FINE,11
2024-01-18,WYONG,2,HAY PEARL,1,JAKE BARRETT,John Cooper,15.0,,1200,MDN,SOFT7,FINE,11
2024-01-18,WYONG,2,OCEAN EYES,11,NOT NOTIFIED,Robert & Luke Price,0.0,,1200,MDN,SOFT7,FINE,11
2024-01-18,WYONG,2,REAL PEAKY,9,HEAVELON VAN DER H,Karen Outtrim,126.0,,1200,MDN,SOFT7,FINE,11
2024-01-18,WYONG,3,IRISH ANTHEM,8,RORY HUTCHINGS,Jason Attard & Lucy Keegan-Attard,5.0,,1600,3YO+ MDN,SOFT7,FINE,11
2024-01-18,WYONG,3,DRESSEL,5,LEE MAGORRIAN,Chris Waller,5.0,4.0,1600,3YO+ MDN,SOFT7,FINE,11
2024-01-18,WYONG,3,MORNINGTON PIER,7,DYLAN GIBBONS,Ciaron Maher & David Eustace,9.5,2.0,1600,3YO+ MDN,SOFT7,FINE,11
2024-01-18,WYONG,3,DENOTE,3,SAM CLIPPERTON,Chris Waller,5.0,,1600,3YO+ MDN,SOFT7,FINE,11
2024-01-18,WYONG,3,OAKFIELD ZENA,8,GRANT BUCKLEY,Damien Lane,18.0,,1600,3YO+ MDN,SOFT7,FINE,11
2024-01-18,WYONG,3,DEVINE OUTCAST,4,BROCK RYAN,Robert & Luke Price,61.0,,1600,3YO+ MDN,SOFT7,FINE,11
2024-01-18,WYONG,3,LATE NIGHT TALKING,6,JETT STANLEY,Annabel Neasham,14.0,,1600,3YO+ MDN,SOFT7,FINE,11
2024-01-18,WYONG,3,NOBLE TESS,4,ZAC WADICK,Brad Widdup,5.0,,1600,3YO+ MDN,SOFT7,FINE,11
2024-01-18,WYONG,3,ROYAL PROMISE,9,NOT NOTIFIED,Jason Coyle,26.0,,1600,3YO+ MDN,SOFT7,FINE,11
2024-01-18,WYONG,3,SIR MAURICE,1,REECE JONES,Gary Portelli,5.5,3.0,1600,3YO+ MDN,SOFT7,FINE,11
2024-01-18,WYONG,3,UP AND COMER,2,CHAD SCHOFIELD,Annabel Neasham,4.8,1.0,1600,3YO+ MDN,SOFT7,FINE,11
2024-01-18,WYONG,4,I'M DIVINE,1,NOT NOTIFIED,Matthew Smith,10.0,,1100,BM64 FM,SOFT7,FINE,9
2024-01-18,WYONG,4,FLYING SHELLY,2,JETT STANLEY,Bjorn Baker,5.0,2.0,1100,BM64 FM,SOFT7,FINE,9
2024-01-18,WYONG,4,TIDAL IMPACT,1,AARON BULLOCK,Damien Lane,3.0,4.0,1100,BM64 FM,SOFT7,FINE,9
2024-01-18,WYONG,4,ORTHIE'S GIRLS,6,ZAC WADICK,Brett Partelle,10.0,,1100,BM64 FM,SOFT7,FINE,9
2024-01-18,WYONG,4,THE BLACK CLOUD,4,JAY FORD,Joseph Pride,1.6,,1100,BM64 FM,SOFT7,FINE,9
2024-01-18,WYONG,4,COSMONOVA,5,REECE JONES,Joseph Pride,2.8,1.0,1100,BM64 FM,SOFT7,FINE,9
2024-01-18,WYONG,4,DIAMOND LUCY,6,BROCK RYAN,Robert & Luke Price,8.5,,1100,BM64 FM,SOFT7,FINE,9
2024-01-18,WYONG,4,SPIRIT OF VARANASI,3,OLIVIA CHAMBERS,Robert & Luke Price,7.0,3.0,1100,BM64 FM,SOFT7,FINE,9
