Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2023-03-17,PORT MACQUARIE,2,I AM FLYING,6,MATTHEW BENNETT,PETER CHEERS,,,1200,MDN-SW,GOOD4,FINE,15
2023-03-17,PORT MACQUARIE,2,NIKODY'S DIEGO,3,RAYMOND SPOKES,PETER CHEERS,,,1200,MDN-SW,GOOD4,FINE,15
2023-03-17,PORT MACQUARIE,2,COSMETIC,1,GEORGINA MCDONNELL,NATHAN DOYLE,,,1200,MDN-SW,GOOD4,FINE,15
2023-03-17,PORT MACQUARIE,2,PREEMINENT STAR,10,DARRYL MCLELLAN,DALE WAGSTAFF,,,1200,MDN-SW,GOOD4,FINE,15
2023-03-17,PORT MACQUARIE,2,SIXSPEED,8,ZAC WADICK,WAYNE WILKES,,,1200,MDN-SW,GOOD4,FINE,15
2023-03-17,PORT MACQUARIE,2,TABAK,7,JEFF KEHOE,PAUL PERRY,,,1200,MDN-SW,GOOD4,FINE,15
2023-03-17,PORT MACQUARIE,2,VILLA TINO,15,NOT NOTIFIED,TRACEY BARTLEY,,,1200,MDN-SW,GOOD4,FINE,15
2023-03-17,PORT MACQUARIE,2,ALL TOO SCOTTISH,2,BEN LOOKER,EDWARD O'ROURKE,,,1200,MDN-SW,GOOD4,FINE,15
2023-03-17,PORT MACQUARIE,2,FLUTE OF BRUT,5,AARON BULLOCK,TONY BALL,,3.0,1200,MDN-SW,GOOD4,FINE,15
2023-03-17,PORT MACQUARIE,2,MISS ILLUMINATE,2,BROOKE STOWER,ROBERT AGNEW,,,1200,MDN-SW,GOOD4,FINE,15
2023-03-17,PORT MACQUARIE,2,QUEEN OF CROWS,4,BRAITH NOCK,NEIL GODBOLT,,2.0,1200,MDN-SW,GOOD4,FINE,15
2023-03-17,PORT MACQUARIE,2,QUICK ONYX,9,PETER GRAHAM,WAYNE SEELIN,,4.0,1200,MDN-SW,GOOD4,FINE,15
2023-03-17,PORT MACQUARIE,2,MOONGLOW MISS,10,ANDREW GIBBONS,WAYNE WILKES,,,1200,MDN-SW,GOOD4,FINE,15
2023-03-17,PORT MACQUARIE,2,OUR GIGI ROCK,11,ASHLEY MORGAN,KRISTEN BUCHANAN,,1.0,1200,MDN-SW,GOOD4,FINE,15
2023-03-17,PORT MACQUARIE,2,UNCERTAIN TERMS,14,NOT NOTIFIED,MATTHEW ROBINSON,,,1200,MDN-SW,GOOD4,FINE,15
2023-03-17,PORT MACQUARIE,3,OBELIUS,4,MADELINE OWEN,DALE WAGSTAFF,,4.0,1200,BM-58,GOOD4,FINE,10
2023-03-17,PORT MACQUARIE,3,COMMANDING REIGN,3,JODI WORLEY,DANIEL WANT,,,1200,BM-58,GOOD4,FINE,10
2023-03-17,PORT MACQUARIE,3,NAPOLI,10,GRANT BUCKLEY,TONY BALL,,,1200,BM-58,GOOD4,FINE,10
2023-03-17,PORT MACQUARIE,3,DEVIL'S INN,7,AARON BULLOCK,TODD HOWLETT,,3.0,1200,BM-58,GOOD4,FINE,10
2023-03-17,PORT MACQUARIE,3,DON'T FORGET DAD,2,BROOKE STOWER,NEIL GODBOLT,,,1200,BM-58,GOOD4,FINE,10
2023-03-17,PORT MACQUARIE,3,JUST ONE LOOK,5,ASHLEY MORGAN,PAUL PERRY,,,1200,BM-58,GOOD4,FINE,10
2023-03-17,PORT MACQUARIE,3,OBLIVION,1,RAYMOND SPOKES,JOHN SPRAGUE,,2.0,1200,BM-58,GOOD4,FINE,10
2023-03-17,PORT MACQUARIE,3,SINGLE TOUCH,8,BEN LOOKER,TONY NEWING,,1.0,1200,BM-58,GOOD4,FINE,10
2023-03-17,PORT MACQUARIE,3,PHASES,9,SERG LISNYY,TRACEY BARTLEY,,,1200,BM-58,GOOD4,FINE,10
2023-03-17,PORT MACQUARIE,3,HALLIDAY ROAD,6,GEORGINA MCDONNELL,DAVID ATKINS,,,1200,BM-58,GOOD4,FINE,10
2023-03-17,PORT MACQUARIE,4,LA VESUVIUS,12,ASHLEY MORGAN,PATRICK CLEAVE,,,1000,MAIDEN,GOOD4,FINE,17
2023-03-17,PORT MACQUARIE,4,OCTOBER REVOLUTION,13,BROOKE STOWER,NEIL GODBOLT,,,1000,MAIDEN,GOOD4,FINE,17
2023-03-17,PORT MACQUARIE,4,CANNY PROSPECT,9,AARON BULLOCK,TODD HOWLETT,,2.0,1000,MAIDEN,GOOD4,FINE,17
2023-03-17,PORT MACQUARIE,4,UNCERTAIN TERMS,7,CEJAY GRAHAM,MATTHEW ROBINSON,,3.0,1000,MAIDEN,GOOD4,FINE,17
2023-03-17,PORT MACQUARIE,4,BRAVE SAILOR,3,RAYMOND SPOKES,BRAD MUNRO,,,1000,MAIDEN,GOOD4,FINE,17
2023-03-17,PORT MACQUARIE,4,DIS IS HEAVEN,10,PETER GRAHAM,COLT PROSSER,,1.0,1000,MAIDEN,GOOD4,FINE,17
2023-03-17,PORT MACQUARIE,4,SUMO FISH,8,LUKE ROLLS,WAYNE WILKES,,,1000,MAIDEN,GOOD4,FINE,17
2023-03-17,PORT MACQUARIE,4,COASTAL RAIDER,6,DARRYL MCLELLAN,TONY NEWING,,4.0,1000,MAIDEN,GOOD4,FINE,17
2023-03-17,PORT MACQUARIE,4,COCO DREAMING,7,ANDREW GIBBONS,ANGELA DAVIES,,,1000,MAIDEN,GOOD4,FINE,17
2023-03-17,PORT MACQUARIE,4,INNOCENT GAL,11,ZAC WADICK,COLIN HUGHES,,,1000,MAIDEN,GOOD4,FINE,17
2023-03-17,PORT MACQUARIE,4,KOBOLD,5,SERG LISNYY,WAYNE SEELIN,,,1000,MAIDEN,GOOD4,FINE,17
2023-03-17,PORT MACQUARIE,4,CATS QUARTERS,16,NOT NOTIFIED,MATTHEW ROBINSON,,,1000,MAIDEN,GOOD4,FINE,17
2023-03-17,PORT MACQUARIE,4,STAR STROKE,1,JEFF KEHOE,TAS MORTON,,,1000,MAIDEN,GOOD4,FINE,17
2023-03-17,PORT MACQUARIE,4,TWIN SEAS,4,GRANT BUCKLEY,JOSEPH BURGES,,,1000,MAIDEN,GOOD4,FINE,17
2023-03-17,PORT MACQUARIE,4,MOOPSIE,2,MADELINE OWEN,PAUL PERRY,,,1000,MAIDEN,GOOD4,FINE,17
