Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2023-03-26,ARMIDALE,1,ANTARCTIC PRIDE,8,PETER GRAHAM,SALLY TORRENS,,,1400,FM-MSW,SOFT6,FINE,9
2023-03-26,ARMIDALE,1,CASHMERE INN,2,GEORGINA MCDONNELL,STEPHEN DIXON,,,1400,FM-MSW,SOFT6,FINE,9
2023-03-26,ARMIDALE,1,HEY GEORGIE GIRL,7,KELSEY LENTON,GEORGE WOODWARD,,,1400,FM-MSW,SOFT6,FINE,9
2023-03-26,ARMIDALE,1,LET'SGETRIDICULOUS,6,CHELSEA HILLIER,NATASHA HALL-ANTONIO,,,1400,FM-MSW,SOFT6,FINE,9
2023-03-26,ARMIDALE,1,SHADESOFMIDNIGHT,5,BEN LOOKER,DWAYNE SCHMIDT,,2.0,1400,FM-MSW,SOFT6,FINE,9
2023-03-26,ARMIDALE,1,SULTRY VIXEN,4,BROOKE STOWER,DWAYNE SCHMIDT,,,1400,FM-MSW,SOFT6,FINE,9
2023-03-26,ARMIDALE,1,TENNESSEE NIKKA,6,COURTNEY BELLAMY,TRACY BELL,,3.0,1400,FM-MSW,SOFT6,FINE,9
2023-03-26,ARMIDALE,1,GUYS PICK,1,CEJAY GRAHAM,BRETT CAVANOUGH,,1.0,1400,FM-MSW,SOFT6,FINE,9
2023-03-26,ARMIDALE,1,PROUD WITH PRIDE,3,BRAITH NOCK,BRETT CAVANOUGH,,4.0,1400,FM-MSW,SOFT6,FINE,9
2023-03-26,ARMIDALE,2,BIRUBI SAMSON,4,MATTHEW BENNETT,TROY O'NEILE,,,1400,MDN-SW,SOFT6,FINE,14
2023-03-26,ARMIDALE,2,EXERCISE,11,JON GRISEDALE,DONNA GRISEDALE,,,1400,MDN-SW,SOFT6,FINE,14
2023-03-26,ARMIDALE,2,HOT ROD JACK,3,JODI WORLEY,GRAHAM PAYNE,,,1400,MDN-SW,SOFT6,FINE,14
2023-03-26,ARMIDALE,2,I AM FLYING,8,GEORGINA MCDONNELL,PETER CHEERS,,,1400,MDN-SW,SOFT6,FINE,14
2023-03-26,ARMIDALE,2,NIKODY'S DIEGO,3,BRAITH NOCK,PETER CHEERS,,3.0,1400,MDN-SW,SOFT6,FINE,14
2023-03-26,ARMIDALE,2,ROYAL KEW,2,PETER GRAHAM,COLT PROSSER,,1.0,1400,MDN-SW,SOFT6,FINE,14
2023-03-26,ARMIDALE,2,SELVAM,14,CEJAY GRAHAM,JEREMY SYLVESTER,,,1400,MDN-SW,SOFT6,FINE,14
2023-03-26,ARMIDALE,2,TRUE BLUE FOX,1,BEN LOOKER,SUE GRILLS,,4.0,1400,MDN-SW,SOFT6,FINE,14
2023-03-26,ARMIDALE,2,BEAR'S BEST,7,BEN LOOKER,MELANIE O'GORMAN,,,1400,MDN-SW,SOFT6,FINE,14
2023-03-26,ARMIDALE,2,FOXT,6,MADELINE OWEN,MARK HOWARD,,,1400,MDN-SW,SOFT6,FINE,14
2023-03-26,ARMIDALE,2,GAUTHIER,4,BROOKE STOWER,STIRLING OSLAND,,,1400,MDN-SW,SOFT6,FINE,14
2023-03-26,ARMIDALE,2,THE JANITOR,7,CHELSEA HILLIER,TROY O'NEILE,,,1400,MDN-SW,SOFT6,FINE,14
2023-03-26,ARMIDALE,2,ZOUCAN TOUCAN,9,VAD BOLOZHINSKYI,IAN COOK,,2.0,1400,MDN-SW,SOFT6,FINE,14
2023-03-26,ARMIDALE,2,BULLISH DRAGON,5,KELSEY LENTON,STIRLING OSLAND,,,1400,MDN-SW,SOFT6,FINE,14
2023-03-26,ARMIDALE,3,BEAN ROCKING,5,BROOKE STOWER,STIRLING OSLAND,,1.0,1100,MAIDEN,SOFT6,FINE,16
2023-03-26,ARMIDALE,3,TWEEDLEDEE,4,VAD BOLOZHINSKYI,MICHAEL DYKES,,,1100,MAIDEN,SOFT6,FINE,16
2023-03-26,ARMIDALE,3,KOAS SUCCESS,8,JACOB GOLDEN,PETER SINCLAIR,,,1100,MAIDEN,SOFT6,FINE,16
2023-03-26,ARMIDALE,3,WALKIN'ONWATER,6,CEJAY GRAHAM,CODY MORGAN,,,1100,MAIDEN,SOFT6,FINE,16
2023-03-26,ARMIDALE,3,BELLA IONICA,14,NOT NOTIFIED,NATASHA HALL-ANTONIO,,,1100,MAIDEN,SOFT6,FINE,16
2023-03-26,ARMIDALE,3,CHANDON STAR,7,BRAITH NOCK,MICHELLE FLEMING,,,1100,MAIDEN,SOFT6,FINE,16
2023-03-26,ARMIDALE,3,BACKLASH,10,CEJAY GRAHAM,THERESA STAIR,,,1100,MAIDEN,SOFT6,FINE,16
2023-03-26,ARMIDALE,3,DUMPUS,11,CHELSEA HILLIER,SUE GRILLS,,4.0,1100,MAIDEN,SOFT6,FINE,16
2023-03-26,ARMIDALE,3,LADY BANX,11,NOT NOTIFIED,CASSANDRA STUMMER,,,1100,MAIDEN,SOFT6,FINE,16
2023-03-26,ARMIDALE,3,MISS CHAPEAU,12,BEN LOOKER,SUE GRILLS,,,1100,MAIDEN,SOFT6,FINE,16
2023-03-26,ARMIDALE,3,PLEASING SURPRISE,3,KELSEY LENTON,KEVIN DIXON,,2.0,1100,MAIDEN,SOFT6,FINE,16
2023-03-26,ARMIDALE,3,STAGE FRIGHT,2,GEORGINA MCDONNELL,PADDY CUNNINGHAM,,,1100,MAIDEN,SOFT6,FINE,16
2023-03-26,ARMIDALE,3,JUKEBOX EDITION,1,PETER GRAHAM,KEVIN HAUSFELD,,3.0,1100,MAIDEN,SOFT6,FINE,16
2023-03-26,ARMIDALE,3,THE GOSSIPER,9,MADELINE OWEN,NORM STAGG,,,1100,MAIDEN,SOFT6,FINE,16
2023-03-26,ARMIDALE,3,FULL DOSAGE,10,COURTNEY BELLAMY,DANNI SCHRECK,,,1100,MAIDEN,SOFT6,FINE,16
