Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2025-05-24,MURRAY BRIDGE,7,SANTASTICO,3,JACOB OPPERMAN,Matthew Seyers,51.0,3.0,1100,4YO+ BM68,GOOD4,OCAST,14
2025-05-24,MURRAY BRIDGE,7,THE GUAVA,6,CAITLIN TOOTELL,Shayne & Chelsea Cahill,21.0,,1100,4YO+ BM68,GOOD4,OCAST,14
2025-05-24,MURRAY BRIDGE,7,HELLO WORLD,14,TODD PANNELL,Will Clarken & Niki O'Shea,11.0,,1100,4YO+ BM68,GOOD4,OCAST,14
2025-05-24,MURRAY BRIDGE,7,BEAUTY BOUND,10,TAYLOR JOHNSTONE,Phillip Stokes,9.0,,1100,4YO+ BM68,GOOD4,OCAST,14
2025-05-24,MURRAY BRIDGE,7,I CATCHEM FOX,9,BEN PRICE,Darryl Dodson,13.0,,1100,4YO+ BM68,GOOD4,OCAST,14
2025-05-24,MURRAY BRIDGE,7,JAZZ AFFAIR,4,JAKE TOEROEK,Richard & Chantelle Jolly,10.0,2.0,1100,4YO+ BM68,GOOD4,OCAST,14
2025-05-24,MURRAY BRIDGE,7,MISS KERMIE,2,CAITLIN JONES,Sarah Rutten,81.0,,1100,4YO+ BM68,GOOD4,OCAST,14
2025-05-24,MURRAY BRIDGE,7,OVERSTRIKE,11,JUSTIN POTTER,Chris Bieg,11.0,,1100,4YO+ BM68,GOOD4,OCAST,14
2025-05-24,MURRAY BRIDGE,7,RUNAWAY STATEMENT,1,LACHLAN NEINDORF,Phillip Stokes,18.0,,1100,4YO+ BM68,GOOD4,OCAST,14
2025-05-24,MURRAY BRIDGE,7,EROICA,5,ROCHELLE MILNES,Peter Hardacre,2.25,1.0,1100,4YO+ BM68,GOOD4,OCAST,14
2025-05-24,MURRAY BRIDGE,7,HAJRA,12,CONNOR MURTAGH,Will Clarken & Niki O'Shea,5.0,,1100,4YO+ BM68,GOOD4,OCAST,14
2025-05-24,MURRAY BRIDGE,7,SHARENDIPITY,8,JASON HOLDER,Cody Reardon,21.0,4.0,1100,4YO+ BM68,GOOD4,OCAST,14
2025-05-24,MURRAY BRIDGE,7,CARARADA,9,MANOEL NUNES,John Hyam,41.0,,1100,4YO+ BM68,GOOD4,OCAST,14
2025-05-24,MURRAY BRIDGE,7,UTAH JOE,7,STACEY METCALFE,Grant Kluske,201.0,,1100,4YO+ BM68,GOOD4,OCAST,14
2025-05-24,MURRAY BRIDGE,8,UNDER THE CONE,5,JAKE TOEROEK,Richard & Chantelle Jolly,5.0,4.0,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,8,MAGNETIC EDGE,8,CAITLIN JONES,John Hickmott & Carrina Riggs,26.0,3.0,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,8,MYERS REWARD,1,BEN PRICE,Archie Alexander,23.0,,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,8,ROYAL FOX,6,JESSICA TZAFERIS,Jessica Tzaferis,31.0,,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,8,CROWN MINT,12,TAYLOR JOHNSTONE,Gordon Richards & Damien Moyle,26.0,1.0,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,8,WILD WILLY,4,CONNOR MURTAGH,Matthew Seyers,34.0,,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,8,WINE BARRON,15,MANOEL NUNES,Michael Hickmott,3.2,,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,8,COLLATED,10,LACHLAN NEINDORF,Matthew Seyers,21.0,,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,8,DOLCEMENTE,9,JASON HOLDER,John Hyam,4.6,2.0,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,8,SAVSONIC,11,JACOB OPPERMAN,Stephen Theodore,15.0,,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,8,FANMALIA,7,STACEY METCALFE,Sandie Brennan,71.0,,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,8,HATEECH,3,ROCHELLE MILNES,Claudette Rose,19.0,,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,8,MUPPET,10,BEN PRICE,Archie Alexander,7.0,,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,8,I'M PERMISSIBLE,2,JUSTIN POTTER,Karen Byrnes,41.0,,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,8,TURNED LOOSE,14,EMILY FINNEGAN,Sue & Jason Jaensch,23.0,,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,8,BACK ME UP BENNY,13,CAITLIN TOOTELL,Kristi Evans,19.0,,1800,BM66,GOOD4,OCAST,16
2025-05-24,MURRAY BRIDGE,9,METRO LEGEND,16,TAYLOR JOHNSTONE,Aaron Bain & Ned Taylor,34.0,,1400,BM70,GOOD4,OCAST,20
2025-05-24,MURRAY BRIDGE,9,CHIPSON,6,CAITLIN TOOTELL,Jeff Searle,9.0,,1400,BM70,GOOD4,OCAST,20
2025-05-24,MURRAY BRIDGE,9,MERCHANT BOSS,13,BEN PRICE,Travis Doudle,0.0,,1400,BM70,GOOD4,OCAST,20
