Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2024-10-23,WARWICK FARM,1,DIVINE ELLA,10,DYLAN GIBBONS,Paul Murray,10.0,3.0,1300,3YO+ MDN,GOOD4,FINE,14
2024-10-23,WARWICK FARM,1,ISTORIA GIRL,12,NOT NOTIFIED,Lauri Parker,151.0,,1300,3YO+ MDN,GOOD4,FINE,14
2024-10-23,WARWICK FARM,1,DARK ARTS,8,JAY FORD,"Michael, John & Wayne Hawkes",6.0,,1300,3YO+ MDN,GOOD4,FINE,14
2024-10-23,WARWICK FARM,1,KITTANO,7,BENJAMIN OSMOND,Gregory Hickman,126.0,,1300,3YO+ MDN,GOOD4,FINE,14
2024-10-23,WARWICK FARM,1,LECONFIELD,3,JAMES MCDONALD,Chris Waller,5.0,,1300,3YO+ MDN,GOOD4,FINE,14
2024-10-23,WARWICK FARM,1,OMNIC,11,CHAD SCHOFIELD,Ciaron Maher,10.0,,1300,3YO+ MDN,GOOD4,FINE,14
2024-10-23,WARWICK FARM,1,SAUCITO,9,ZAC LLOYD,Chris Waller,13.0,4.0,1300,3YO+ MDN,GOOD4,FINE,14
2024-10-23,WARWICK FARM,1,SISU SPIRIT,11,TIM CLARK,Gai Waterhouse & Adrian Bott,5.0,,1300,3YO+ MDN,GOOD4,FINE,14
2024-10-23,WARWICK FARM,1,STATE OF AFFAIRS,6,NASH RAWILLER,Chris Waller,16.0,,1300,3YO+ MDN,GOOD4,FINE,14
2024-10-23,WARWICK FARM,1,STRONG TRADE,2,TOMMY BERRY,Peter Snowden,7.0,1.0,1300,3YO+ MDN,GOOD4,FINE,14
2024-10-23,WARWICK FARM,1,SUPERHERO,5,KERRIN MCEVOY,Annabel Neasham & Rob Archibald,4.8,2.0,1300,3YO+ MDN,GOOD4,FINE,14
2024-10-23,WARWICK FARM,1,DIAMOND SHOW,1,ZAC WADICK,Brad Widdup,101.0,,1300,3YO+ MDN,GOOD4,FINE,14
2024-10-23,WARWICK FARM,1,MICRO MAGIC,4,DEANNE PANYA,Marc Conners,34.0,,1300,3YO+ MDN,GOOD4,FINE,14
2024-10-23,WARWICK FARM,1,SNITZANOVA,13,JASON COLLETT,Ciaron Maher,14.0,,1300,3YO+ MDN,GOOD4,FINE,14
2024-10-23,WARWICK FARM,2,EVENFLOW,3,TOM SHERRY,Peter Snowden,12.0,,1400,3YO BM68,GOOD4,FINE,10
2024-10-23,WARWICK FARM,2,KOMODO DRAGON,4,JAMES MCDONALD,John O'Shea & Tom Charlton,2.4,2.0,1400,3YO BM68,GOOD4,FINE,10
2024-10-23,WARWICK FARM,2,THE THREE HUNDRED,8,TIM CLARK,Gai Waterhouse & Adrian Bott,6.0,1.0,1400,3YO BM68,GOOD4,FINE,10
2024-10-23,WARWICK FARM,2,COLOPHON,7,REGAN BAYLISS,Michael Freedman,26.0,3.0,1400,3YO BM68,GOOD4,FINE,10
2024-10-23,WARWICK FARM,2,AYE AYE CAPTAIN,5,KERRIN MCEVOY,Les Bridge,3.5,4.0,1400,3YO BM68,GOOD4,FINE,10
2024-10-23,WARWICK FARM,2,DASHING RUPERT,1,TOMMY BERRY,Annabel Neasham & Rob Archibald,8.0,,1400,3YO BM68,GOOD4,FINE,10
2024-10-23,WARWICK FARM,2,ROCK REVOLUTION,2,RACHEL KING,Gai Waterhouse & Adrian Bott,18.0,,1400,3YO BM68,GOOD4,FINE,10
2024-10-23,WARWICK FARM,2,WATERVILLE,6,JOSHUA PARR,Peter Snowden,41.0,,1400,3YO BM68,GOOD4,FINE,10
2024-10-23,WARWICK FARM,2,FULL METAL JACKET,6,NOT NOTIFIED,Gary Portelli,51.0,,1400,3YO BM68,GOOD4,FINE,10
2024-10-23,WARWICK FARM,2,LECONFIELD,4,ZAC LLOYD,Chris Waller,0.0,,1400,3YO BM68,GOOD4,FINE,10
2024-10-23,WARWICK FARM,3,CASUAL CONNECTION,5,MOLLY BOURKE,John Sargent,19.0,,2140,3YO+ BM72,GOOD4,FINE,15
2024-10-23,WARWICK FARM,3,BORN WITH WINGS,2,ZAC WADICK,Peter Snowden,81.0,,2140,3YO+ BM72,GOOD4,FINE,15
2024-10-23,WARWICK FARM,3,VAGUER,8,TOM SHERRY,Annabel Neasham & Rob Archibald,7.0,,2140,3YO+ BM72,GOOD4,FINE,15
2024-10-23,WARWICK FARM,3,FLEET COMMANDER,3,JOSHUA PARR,Bjorn Baker,5.5,3.0,2140,3YO+ BM72,GOOD4,FINE,15
2024-10-23,WARWICK FARM,3,KADAVAR,10,NASH RAWILLER,Chris Waller,3.2,2.0,2140,3YO+ BM72,GOOD4,FINE,15
2024-10-23,WARWICK FARM,3,STATE OF AMERICA,1,ZAC LLOYD,David Payne,3.0,1.0,2140,3YO+ BM72,GOOD4,FINE,15
2024-10-23,WARWICK FARM,3,BENGAL BOY,7,BENJAMIN OSMOND,Kris Lees,16.0,,2140,3YO+ BM72,GOOD4,FINE,15
2024-10-23,WARWICK FARM,3,HUMANITY,4,CHAD SCHOFIELD,Sara Ryan,9.0,,2140,3YO+ BM72,GOOD4,FINE,15
2024-10-23,WARWICK FARM,3,KNIGHTS ARMOUR,6,REBECCA BRONETT PR,Ross Lavis,9.5,,2140,3YO+ BM72,GOOD4,FINE,15
2024-10-23,WARWICK FARM,3,CALIFORNIA GRASS,9,ALYSHA COLLETT,John Thompson,41.0,4.0,2140,3YO+ BM72,GOOD4,FINE,15
2024-10-23,WARWICK FARM,3,SO SLEEK,7,TIM CLARK,Kerry Parker,1.01,,2140,3YO+ BM72,GOOD4,FINE,15
2024-10-23,WARWICK FARM,3,FLYING BANDIT,8,JAY FORD,Kerry Parker,1.01,,2140,3YO+ BM72,GOOD4,FINE,15
2024-10-23,WARWICK FARM,3,CORMAC T,5,JASON COLLETT,Annabel Neasham & Rob Archibald,1.01,,2140,3YO+ BM72,GOOD4,FINE,15
2024-10-23,WARWICK FARM,3,KARMAZONE,3,RORY HUTCHINGS,Daniel Robinson,1.01,,2140,3YO+ BM72,GOOD4,FINE,15
2024-10-23,WARWICK FARM,3,THE BIG BIIG,4,JESS TAYLOR,Lauri Parker,1.01,,2140,3YO+ BM72,GOOD4,FINE,15
2024-10-23,WARWICK FARM,4,NO STATEMENT,11,MOLLY BOURKE,Mike Van Gestel,11.0,,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,DEHORNED UNICORN,7,BENJAMIN OSMOND,Mark Minervini,16.0,3.0,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,MABEL,9,CHELSEA HILLIER,Tracey Bartley,19.0,,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,ALICIA ROMA,1,BLAKE SPRIGGS,Mitchell Beer,34.0,,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,KIRIBATI,2,ZAC WADICK,Ciaron Maher,26.0,2.0,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,ANOTHER COGNAC,3,NASH RAWILLER,Bryce Heys,5.0,4.0,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,KING GUTHO,12,NOT NOTIFIED,Joe Cleary,0.0,,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,PISANELLO,5,JAMES MCDONALD,James Cummings,1.9,1.0,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,RINGAROSA,4,TOM SHERRY,Gary Portelli,23.0,,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,WINGARDIUM,8,ZAC LLOYD,Nathan Doyle,13.0,,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,SPLIT DECISION,6,JASON COLLETT,Matthew Smith,17.0,,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,NOT THAT EASY,10,ANDREW ADKINS,Jason Coyle,34.0,,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,ABSTRUSE,2,TOMMY BERRY,Natalie Jarvis,1.01,,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,MASTER JOE,15,NOT NOTIFIED,Scott Collings,1.01,,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,SUNCHYME,11,NOT NOTIFIED,Keith Dryden,1.01,,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,PROUD IMAGE,13,NOT NOTIFIED,Jason Coyle,1.01,,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,4,POWER BANK,4,NOT NOTIFIED,Paul Theobald,1.01,,1000,3YO+ BM72,GOOD4,FINE,17
2024-10-23,WARWICK FARM,5,DANAUSTAR,4,MOLLY BOURKE,Ciaron Maher,17.0,,1400,3YO+ BM78,GOOD4,FINE,12
2024-10-23,WARWICK FARM,5,ZOUATICA,7,ANDREW ADKINS,"Barbara Joseph, Paul & Matt Jones",7.5,,1400,3YO+ BM78,GOOD4,FINE,12
2024-10-23,WARWICK FARM,5,CRAFTY EAGLE,9,CHAD SCHOFIELD,John Thompson,8.5,,1400,3YO+ BM78,GOOD4,FINE,12
2024-10-23,WARWICK FARM,5,FRENCH ENDEAVOUR,1,JAMES MCDONALD,Matthew Smith,2.6,2.0,1400,3YO+ BM78,GOOD4,FINE,12
2024-10-23,WARWICK FARM,5,ANYTHINK GOES,6,JASON COLLETT,Matthew Smith,23.0,4.0,1400,3YO+ BM78,GOOD4,FINE,12
2024-10-23,WARWICK FARM,5,EDITED BY,8,RORY HUTCHINGS,Michael Freedman,7.5,,1400,3YO+ BM78,GOOD4,FINE,12
2024-10-23,WARWICK FARM,5,MIRZANN,10,KERRIN MCEVOY,Chris Waller,26.0,,1400,3YO+ BM78,GOOD4,FINE,12
2024-10-23,WARWICK FARM,5,PEACE OFFICER,9,BENJAMIN OSMOND,Clarry Conners,19.0,,1400,3YO+ BM78,GOOD4,FINE,12
2024-10-23,WARWICK FARM,5,POWERFUL PEG,2,DYLAN GIBBONS,Kris Lees,34.0,,1400,3YO+ BM78,GOOD4,FINE,12
2024-10-23,WARWICK FARM,5,LOCKDOWN GAMBLE,3,ZAC WADICK,David J Smith,23.0,,1400,3YO+ BM78,GOOD4,FINE,12
2024-10-23,WARWICK FARM,5,NEED SOME LUCK,10,TOMMY BERRY,Peter Snowden,4.2,1.0,1400,3YO+ BM78,GOOD4,FINE,12
2024-10-23,WARWICK FARM,5,UNWRITTEN,5,ZAC LLOYD,Gregory Hickman,23.0,3.0,1400,3YO+ BM78,GOOD4,FINE,12
2024-10-23,WARWICK FARM,6,DR EVIL,14,NASH RAWILLER,John Steinmetz,51.0,,1300,3YO+ BM72,GOOD4,FINE,14
2024-10-23,WARWICK FARM,6,CONCELLO,10,BENJAMIN OSMOND,Chris Waller,41.0,,1300,3YO+ BM72,GOOD4,FINE,14
2024-10-23,WARWICK FARM,6,SPANISH FOX,1,ZAC WADICK,Michael Freedman,5.0,1.0,1300,3YO+ BM72,GOOD4,FINE,14
2024-10-23,WARWICK FARM,6,HELLO WORLD,11,TIM CLARK,"Michael, John & Wayne Hawkes",4.6,,1300,3YO+ BM72,GOOD4,FINE,14
2024-10-23,WARWICK FARM,6,KHUMBILA,12,JOSHUA PARR,Gerald Ryan & Sterling Alexiou,21.0,,1300,3YO+ BM72,GOOD4,FINE,14
2024-10-23,WARWICK FARM,6,MODESTY,8,JAMES MCDONALD,Chris Waller,6.5,,1300,3YO+ BM72,GOOD4,FINE,14
2024-10-23,WARWICK FARM,6,CLEVER ART,5,RORY HUTCHINGS,Mitchell Beer,51.0,,1300,3YO+ BM72,GOOD4,FINE,14
2024-10-23,WARWICK FARM,6,DESERT VOICE,4,BLAKE SPRIGGS,Mitchell Beer,81.0,,1300,3YO+ BM72,GOOD4,FINE,14
2024-10-23,WARWICK FARM,6,RAPBIDASH,9,MITCH STAPLEFORD,Lyle Chandler,16.0,4.0,1300,3YO+ BM72,GOOD4,FINE,14
2024-10-23,WARWICK FARM,6,RESTONICA,7,ZAC LLOYD,James Cummings,7.0,2.0,1300,3YO+ BM72,GOOD4,FINE,14
2024-10-23,WARWICK FARM,6,COSMIC LAD,2,TOMMY BERRY,Anthony Cummings,23.0,,1300,3YO+ BM72,GOOD4,FINE,14
2024-10-23,WARWICK FARM,6,FLYING RANI,13,RACHEL KING,Matthew Smith,10.0,,1300,3YO+ BM72,GOOD4,FINE,14
