Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2023-01-14,ROSEHILL,1,AUTUNNO,7,ROBBIE DOLAN,RICHARD LITT,23.0,,1100,2YO,GOOD4,FINE,12
2023-01-14,ROSEHILL,1,FIGHTERTOWN,3,BEN COEN,CHRIS WALLER,18.0,,1100,2YO,GOOD4,FINE,12
2023-01-14,ROSEHILL,1,GENERAL SALUTE,10,KERRIN MCEVOY,GERALD RYAN & STERLING ALEXIOU,19.0,3.0,1100,2YO,GOOD4,FINE,12
2023-01-14,ROSEHILL,1,RED RESISTANCE,1,BRETT PREBBLE,GAI WATERHOUSE & ADRIAN BOTT,3.6,1.0,1100,2YO,GOOD4,FINE,12
2023-01-14,ROSEHILL,1,SCORPION JACK,12,KATHY O'HARA,GARY PORTELLI,61.0,,1100,2YO,GOOD4,FINE,12
2023-01-14,ROSEHILL,1,SENSE OF HUMOUR,11,BROCK RYAN,GARY PORTELLI,26.0,,1100,2YO,GOOD4,FINE,12
2023-01-14,ROSEHILL,1,ENERGIZED,9,TYLER SCHILLER,JAMES CUMMINGS,17.0,,1100,2YO,GOOD4,FINE,12
2023-01-14,ROSEHILL,1,CHARGE BY THE HOUR,5,DYLAN GIBBONS,LYLE CHANDLER,51.0,,1100,2YO,GOOD4,FINE,12
2023-01-14,ROSEHILL,1,FIGMENT,2,ANDREW ADKINS,PETER & PAUL SNOWDEN,18.0,,1100,2YO,GOOD4,FINE,12
2023-01-14,ROSEHILL,1,KERVETTE,4,ASHLEY MORGAN,KRISTEN BUCHANAN,41.0,,1100,2YO,GOOD4,FINE,12
2023-01-14,ROSEHILL,1,QUEEN OF DRAGONS,8,SAM CLIPPERTON,PETER & PAUL SNOWDEN,8.0,4.0,1100,2YO,GOOD4,FINE,12
2023-01-14,ROSEHILL,1,STEEL CITY,6,JOHN ALLEN,CIARON MAHER & DAVID EUSTACE,2.3,2.0,1100,2YO,GOOD4,FINE,12
2023-01-14,ROSEHILL,2,KALINO,5,DYLAN GIBBONS,CHRIS WALLER,3.3,1.0,1200,BM-78,GOOD4,FINE,9
2023-01-14,ROSEHILL,2,DESTINATION,2,AARON BULLOCK,RICHARD LITT,13.0,,1200,BM-78,GOOD4,FINE,9
2023-01-14,ROSEHILL,2,GARRISON,8,TYLER SCHILLER,KIM WAUGH,4.8,,1200,BM-78,GOOD4,FINE,9
2023-01-14,ROSEHILL,2,WITH YOUR BLESSING,1,BROCK RYAN,JOHN THOMPSON,6.0,2.0,1200,BM-78,GOOD4,FINE,9
2023-01-14,ROSEHILL,2,SOAMI,3,KERRIN MCEVOY,DAVID PFIEFFER,9.0,,1200,BM-78,GOOD4,FINE,9
2023-01-14,ROSEHILL,2,TRAMONTO,7,JAG GUTHMANN-CHEST,JONNY FIELD,16.0,4.0,1200,BM-78,GOOD4,FINE,9
2023-01-14,ROSEHILL,2,DYNAMIC IMPACT,6,ASHLEY MORGAN,BJORN BAKER,15.0,,1200,BM-78,GOOD4,FINE,9
2023-01-14,ROSEHILL,2,SACRIMONY,4,BRETT PREBBLE,CHRIS WALLER,6.0,3.0,1200,BM-78,GOOD4,FINE,9
2023-01-14,ROSEHILL,2,XPRESSO,3,ANDREW ADKINS,NATHAN DOYLE,7.5,,1200,BM-78,GOOD4,FINE,9
2023-01-14,ROSEHILL,3,KING OF SPADES,9,DYLAN GIBBONS,DANIELLE SEIB,2.9,4.0,1500,3Y+CL3,GOOD4,FINE,17
2023-01-14,ROSEHILL,3,SEAHAVEN,10,AARON BULLOCK,PAUL MESSARA,6.0,,1500,3Y+CL3,GOOD4,FINE,17
2023-01-14,ROSEHILL,3,ZARU,8,SAM CLIPPERTON,JOSEPH BURGES,6.5,,1500,3Y+CL3,GOOD4,FINE,17
2023-01-14,ROSEHILL,3,EASTERN GLOW,11,TYLER SCHILLER,KEITH DRYDEN,7.5,3.0,1500,3Y+CL3,GOOD4,FINE,17
2023-01-14,ROSEHILL,3,LOCKDOWN GAMBLE,10,QUAYDE KROGH,DAVID J SMITH,23.0,,1500,3Y+CL3,GOOD4,FINE,17
2023-01-14,ROSEHILL,3,EVOCATOR,3,ASHLEY MORGAN,JENNY GRAHAM,8.0,,1500,3Y+CL3,GOOD4,FINE,17
2023-01-14,ROSEHILL,3,LITTLE PROPHET,5,ANDREW ADKINS,COLT PROSSER,34.0,,1500,3Y+CL3,GOOD4,FINE,17
2023-01-14,ROSEHILL,3,MACLEAY,14,NOT NOTIFIED,CODY MORGAN,26.0,,1500,3Y+CL3,GOOD4,FINE,17
2023-01-14,ROSEHILL,3,ROUSSOS,2,LOUISE DAY,CRAIG MARTIN,17.0,,1500,3Y+CL3,GOOD4,FINE,17
2023-01-14,ROSEHILL,3,TROOPER KNUCKLE,6,AMY MCLUCAS,KEITH DRYDEN,10.0,1.0,1500,3Y+CL3,GOOD4,FINE,17
2023-01-14,ROSEHILL,3,MR SEVERINO,1,KERRIN MCEVOY,SUE GRILLS,19.0,2.0,1500,3Y+CL3,GOOD4,FINE,17
2023-01-14,ROSEHILL,3,DANZADEL,4,BROCK RYAN,TERRY ROBINSON,13.0,,1500,3Y+CL3,GOOD4,FINE,17
2023-01-14,ROSEHILL,3,FUSAICHI FAMILY,17,NOT NOTIFIED,BRETT CAVANOUGH,0.0,,1500,3Y+CL3,GOOD4,FINE,17
2023-01-14,ROSEHILL,3,DARK SATIN,12,ROBBIE DOLAN,JAMES PONSONBY,51.0,,1500,3Y+CL3,GOOD4,FINE,17
