Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2025-04-01,ROSEHILL,1,MAHOGANY GIRL,4,CHAD LEVER,Darryll Kell,5.0,,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,SALISANO,5,WILLIAM STANLEY,Nathan Doyle,11.0,,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,SUPER BRIGHT,1,KERRIN MCEVOY,Nathan Doyle,11.0,,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,SO GOOD SO COOL,6,CHAD SCHOFIELD,Sara Ryan,9.5,,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,APOLLO MISSION,13,RACHEL KING,Mitchell Beer,10.0,,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,THE EXTREME CAT,11,NOT NOTIFIED,Nathan Doyle,16.0,,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,GLOUNTHAUNE,2,JASON COLLETT,Gregory Hickman,7.5,4.0,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,STROMBUS,19,NOT NOTIFIED,John Bannister,126.0,,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,PIRAEUS,5,TOMMY BERRY,Richard & Will Freedman,7.0,2.0,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,TENDERIZE,3,MOLLY BOURKE,Gary Portelli,5.5,1.0,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,EVERYONE'S A STAR,9,TYLER SCHILLER,Marc Chevalier,11.0,,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,MONFELICITY,8,DYLAN GIBBONS,David Payne,23.0,,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,DENETTA,8,REECE JONES,Damien Lane,51.0,,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,MISS CHECKONI,16,JAY FORD,Nick Mitchell,1.01,,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,TOUCH OF NAVY,9,NOT NOTIFIED,John Bannister,1.01,,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,LET'S GO AGAIN,12,TOM SHERRY,Kerry Parker,1.01,,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,PUTT FOR DOUGH,1,TOM SHERRY,Mick Attard,8.5,3.0,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,ARTIEBETT,7,ALYSHA COLLETT,Con Karakatsanis,11.0,,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,1,SUMO STAR,10,RACHEL KING,Gary Portelli,10.0,,1300,5YO+ BM72,SOFT7,OCAST,19
2025-04-01,ROSEHILL,2,QUIETLY ARROGANT,8,TOMMY BERRY,Peter Snowden,16.0,,1400,2YO Qlty G3,SOFT7,OCAST,13
2025-04-01,ROSEHILL,2,NEPOTISM,3,TYLER SCHILLER,"Michael, John & Wayne Hawkes",4.8,1.0,1400,2YO Qlty G3,SOFT7,OCAST,13
2025-04-01,ROSEHILL,2,SANCTIFIED,7,DAMIAN LANE,Gerald Ryan & Sterling Alexiou,6.0,,1400,2YO Qlty G3,SOFT7,OCAST,13
2025-04-01,ROSEHILL,2,KATSUMI OROCHI,7,TOMMY BERRY,Anthony & Sam Freedman,9.5,,1400,2YO Qlty G3,SOFT7,OCAST,13
2025-04-01,ROSEHILL,2,TUPAKARA,6,JASON COLLETT,Annabel Neasham & Rob Archibald,6.0,3.0,1400,2YO Qlty G3,SOFT7,OCAST,13
2025-04-01,ROSEHILL,2,DUSTY BAY,9,TOM MARQUAND,Tracey Bartley,41.0,,1400,2YO Qlty G3,SOFT7,OCAST,13
2025-04-01,ROSEHILL,2,ICHIBAN KOJI,12,REECE JONES,Chris Waller,71.0,,1400,2YO Qlty G3,SOFT7,OCAST,13
2025-04-01,ROSEHILL,2,I AM OVERS,13,ALYSHA COLLETT,Annabel Neasham & Rob Archibald,51.0,,1400,2YO Qlty G3,SOFT7,OCAST,13
2025-04-01,ROSEHILL,2,NEXT JEN,10,CHAD SCHOFIELD,Annabel Neasham & Rob Archibald,4.2,,1400,2YO Qlty G3,SOFT7,OCAST,13
2025-04-01,ROSEHILL,2,SAVVY HALLIE,5,JAY FORD,Brad Widdup,6.5,2.0,1400,2YO Qlty G3,SOFT7,OCAST,13
2025-04-01,ROSEHILL,2,BARBAROSSA,4,KERRIN MCEVOY,James Cummings,18.0,4.0,1400,2YO Qlty G3,SOFT7,OCAST,13
2025-04-01,ROSEHILL,2,MICHELANGELO,2,TIM CLARK,Chris Waller,11.0,,1400,2YO Qlty G3,SOFT7,OCAST,13
2025-04-01,ROSEHILL,2,SIRIUSLY HOT,1,HARRY COFFEY,Ciaron Maher,41.0,,1400,2YO Qlty G3,SOFT7,OCAST,13
2025-04-01,ROSEHILL,3,FIRM AGREEMENT,13,TYLER SCHILLER,Annabel Neasham & Rob Archibald,9.5,2.0,2000,3YO G2 CG,SOFT7,OCAST,15
2025-04-01,ROSEHILL,3,GOLDEN CENTURY,9,NASH RAWILLER,Tony Pike,6.0,,2000,3YO G2 CG,SOFT7,OCAST,15
2025-04-01,ROSEHILL,3,MUSTANG MORGAN,7,DAMIAN LANE,Andrew Forsman,12.0,,2000,3YO G2 CG,SOFT7,OCAST,15
2025-04-01,ROSEHILL,3,KING OF THUNDER,11,ZAC LLOYD,John O'Shea & Tom Charlton,5.5,3.0,2000,3YO G2 CG,SOFT7,OCAST,15
2025-04-01,ROSEHILL,3,CONFETTI GARDEN,5,TOMMY BERRY,Trent Busuttin & Natalie Young,4.8,,2000,3YO G2 CG,SOFT7,OCAST,15
2025-04-01,ROSEHILL,3,TSITSIPAS,10,KERRIN MCEVOY,Trent Busuttin & Natalie Young,23.0,,2000,3YO G2 CG,SOFT7,OCAST,15
2025-04-01,ROSEHILL,3,TENBURY WELLS,4,ALYSHA COLLETT,Brad Widdup,19.0,,2000,3YO G2 CG,SOFT7,OCAST,15
2025-04-01,ROSEHILL,3,POCKETING,6,JOSHUA PARR,Richard & Will Freedman,9.0,1.0,2000,3YO G2 CG,SOFT7,OCAST,15
2025-04-01,ROSEHILL,3,AUTUMN AROHA,2,CHAD SCHOFIELD,Richard Litt,16.0,,2000,3YO G2 CG,SOFT7,OCAST,15
2025-04-01,ROSEHILL,3,DEAL N' DASH,7,RACHEL KING,Bjorn Baker,16.0,,2000,3YO G2 CG,SOFT7,OCAST,15
2025-04-01,ROSEHILL,3,FORMAT,12,TIM CLARK,Gai Waterhouse & Adrian Bott,8.5,,2000,3YO G2 CG,SOFT7,OCAST,15
2025-04-01,ROSEHILL,3,WAR RIBBON,3,TOM SHERRY,David Payne,18.0,,2000,3YO G2 CG,SOFT7,OCAST,15
2025-04-01,ROSEHILL,3,HARDPOINT,8,DYLAN GIBBONS,Brad Widdup,26.0,,2000,3YO G2 CG,SOFT7,OCAST,15
2025-04-01,ROSEHILL,3,PERFECT JUSTICE,10,MOLLY BOURKE,John Sargent,81.0,,2000,3YO G2 CG,SOFT7,OCAST,15
