Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2023-08-26,ROSEHILL,2,TOO MUCH CAVIAR,3,REGAN BAYLISS,Gai Waterhouse & Adrian Bott,5.0,2.0,2000,3YO+ BM78,GOOD4,FINE,9
2023-08-26,ROSEHILL,2,WINEGLASS BAY,1,JAMES MCDONALD,Chris Waller,2.9,1.0,2000,3YO+ BM78,GOOD4,FINE,9
2023-08-26,ROSEHILL,2,TRAVELLING KATE,8,TYLER SCHILLER,Brad Widdup,9.0,,2000,3YO+ BM78,GOOD4,FINE,9
2023-08-26,ROSEHILL,2,MAYFAIR SPIRIT,6,KERRIN MCEVOY,Ciaron Maher & David Eustace,12.0,,2000,3YO+ BM78,GOOD4,FINE,9
2023-08-26,ROSEHILL,2,YUKON,5,JASON COLLETT,"Michael, Wayne & John Hawkes",9.5,,2000,3YO+ BM78,GOOD4,FINE,9
2023-08-26,ROSEHILL,2,LITTLE MIX,2,CHAD SCHOFIELD,Annabel Neasham,7.5,3.0,2000,3YO+ BM78,GOOD4,FINE,9
2023-08-26,ROSEHILL,2,PHILIPSBURG,7,DYLAN GIBBONS,James Ponsonby,17.0,,2000,3YO+ BM78,GOOD4,FINE,9
2023-08-26,ROSEHILL,2,SCARLET PRINCE,4,TIM CLARK,Mitchell Beer,12.0,4.0,2000,3YO+ BM78,GOOD4,FINE,9
2023-08-26,ROSEHILL,2,BOOTSCOOTER,9,ROBBIE DOLAN,Rodney Northam,17.0,,2000,3YO+ BM78,GOOD4,FINE,9
2023-08-26,ROSEHILL,3,WATEGOS,3,ADAM HYERONIMUS,Bjorn Baker,5.0,,1500,3YO+ BM78 CG,GOOD4,FINE,9
2023-08-26,ROSEHILL,3,BAZOOKA,8,JETT STANLEY,David Payne,17.0,,1500,3YO+ BM78 CG,GOOD4,FINE,9
2023-08-26,ROSEHILL,3,GRACILISTYLA,6,NASH RAWILLER,Chris Waller,5.5,2.0,1500,3YO+ BM78 CG,GOOD4,FINE,9
2023-08-26,ROSEHILL,3,DANISH PRINCE,4,TIM CLARK,Marc Conners,15.0,3.0,1500,3YO+ BM78 CG,GOOD4,FINE,9
2023-08-26,ROSEHILL,3,FOUJITA SAN,3,JASON COLLETT,"Michael, Wayne & John Hawkes",7.0,4.0,1500,3YO+ BM78 CG,GOOD4,FINE,9
2023-08-26,ROSEHILL,3,GREEN SHADOWS,5,KERRIN MCEVOY,Gerald Ryan & Sterling Alexiou,7.0,,1500,3YO+ BM78 CG,GOOD4,FINE,9
2023-08-26,ROSEHILL,3,MANDERBOSS,7,QUAYDE KROGH,"Barbara Joseph, Paul & Matt Jones",51.0,,1500,3YO+ BM78 CG,GOOD4,FINE,9
2023-08-26,ROSEHILL,3,MARQUESS,1,JAMES MCDONALD,James Cummings,2.5,1.0,1500,3YO+ BM78 CG,GOOD4,FINE,9
2023-08-26,ROSEHILL,3,SWEYSIVE,2,DYLAN GIBBONS,Bjorn Baker,6.0,,1500,3YO+ BM78 CG,GOOD4,FINE,9
