Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2023-11-25,KEMBLA GRANGE,1,TOURISTIC,4,TOM SHERRY,Peter & Paul Snowden,4.4,4.0,2000,3YO+ BM78,SOFT7,OCAST,10
2023-11-25,KEMBLA GRANGE,1,IOWA,3,JETT STANLEY,Annabel Neasham,13.0,2.0,2000,3YO+ BM78,SOFT7,OCAST,10
2023-11-25,KEMBLA GRANGE,1,UNANIMOUS,7,JAMES MCDONALD,Ciaron Maher & David Eustace,6.5,1.0,2000,3YO+ BM78,SOFT7,OCAST,10
2023-11-25,KEMBLA GRANGE,1,CRUZ MISSILE,2,CHAD SCHOFIELD,Annabel Neasham,23.0,,2000,3YO+ BM78,SOFT7,OCAST,10
2023-11-25,KEMBLA GRANGE,1,MARSABIT,8,REECE JONES,Danny Williams,13.0,,2000,3YO+ BM78,SOFT7,OCAST,10
2023-11-25,KEMBLA GRANGE,1,NEW REPUBLIC,5,JASON COLLETT,Mark Minervini,8.5,,2000,3YO+ BM78,SOFT7,OCAST,10
2023-11-25,KEMBLA GRANGE,1,CASUAL CONNECTION,9,LEE MAGORRIAN,John Sargent,19.0,,2000,3YO+ BM78,SOFT7,OCAST,10
2023-11-25,KEMBLA GRANGE,1,AUSBRED RISING SUN,6,JAY FORD,Brad Widdup,11.0,,2000,3YO+ BM78,SOFT7,OCAST,10
2023-11-25,KEMBLA GRANGE,1,LADY REDWOOD,8,ZAC LLOYD,Paul Murray,34.0,,2000,3YO+ BM78,SOFT7,OCAST,10
2023-11-25,KEMBLA GRANGE,1,LYRICAL GANGSTER,1,TYLER SCHILLER,Chris Waller,2.9,3.0,2000,3YO+ BM78,SOFT7,OCAST,10
2023-11-25,KEMBLA GRANGE,2,DEEP SNOW,11,MOLLY BOURKE,Becky Byrne,101.0,,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,TRIBECA STAR,1,NASH RAWILLER,Matthew Dunn,3.5,4.0,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,RETRIEVAL,8,ASHLEY MORGAN,Cody Morgan,126.0,,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,UNRELENTING,2,TYLER SCHILLER,Matthew Dale,9.5,3.0,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,ZOUATICA,5,ADAM HYERONIMUS,"Barbara Joseph, Paul & Matt Jones",3.1,1.0,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,MOSGOLD,9,JETT STANLEY,Tash Burleigh,10.0,2.0,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,OUR ORATOR,6,DYLAN GIBBONS,Roy McCabe,8.0,,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,EXONUMIA,14,TOM SHERRY,Cody Morgan,23.0,,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,MANZONI,4,JESS TAYLOR,Natalie Jarvis,31.0,,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,GOLD TRACKER,7,DANNY BEASLEY,Michael Travers,23.0,,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,ASSOCIATE,16,HANNAH WILLIAMS,Danielle Seib,9.5,,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,CHAMPIONS LEAGUE,18,AMY MCLUCAS,Andrew Bourke,41.0,,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,SAMMIBALLERINA,3,REGAN BAYLISS,Tim McIntosh,6.5,,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,LAST QUEST,10,BROCK RYAN,Colbey Hill,126.0,,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,OAKEYS CHOICE,8,JAY FORD,Luke Musson,251.0,,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,MONTEBELLO'S CHARM,3,REECE JONES,Danny Williams,16.0,,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,LOUIE'S LEGACY,10,RACHEL KING,"Barbara Joseph, Paul & Matt Jones",9.5,,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,2,BIG IMPACT,12,NOT NOTIFIED,Todd Smart,1.01,,1400,3YO+ CL3,SOFT7,OCAST,18
2023-11-25,KEMBLA GRANGE,3,DYNAMIC IMPACT,1,NASH RAWILLER,Bjorn Baker,1.01,,1200,3YO+ BM78 CG,SOFT7,OCAST,13
2023-11-25,KEMBLA GRANGE,3,CHEERFUL LEGEND,3,KOBY JENNINGS,Nathan Doyle,1.01,,1200,3YO+ BM78 CG,SOFT7,OCAST,13
2023-11-25,KEMBLA GRANGE,3,WITH YOUR BLESSING,4,JOSHUA PARR,John Thompson,3.7,1.0,1200,3YO+ BM78 CG,SOFT7,OCAST,13
2023-11-25,KEMBLA GRANGE,3,CONTRIBUTINGFACTOR,6,CHRISTIAN REITH,David Atkins,26.0,,1200,3YO+ BM78 CG,SOFT7,OCAST,13
2023-11-25,KEMBLA GRANGE,3,DANAUSTAR,8,JAMES MCDONALD,Ciaron Maher & David Eustace,1.01,,1200,3YO+ BM78 CG,SOFT7,OCAST,13
2023-11-25,KEMBLA GRANGE,3,PLUNDERING,5,CHAD SCHOFIELD,Annabel Neasham,4.0,2.0,1200,3YO+ BM78 CG,SOFT7,OCAST,13
2023-11-25,KEMBLA GRANGE,3,SMASHING EAGLE,2,BRETT PREBBLE,Gerald Ryan & Sterling Alexiou,1.01,,1200,3YO+ BM78 CG,SOFT7,OCAST,13
2023-11-25,KEMBLA GRANGE,3,CONTEMPORARY,1,ZAC LLOYD,James Cummings,5.5,3.0,1200,3YO+ BM78 CG,SOFT7,OCAST,13
2023-11-25,KEMBLA GRANGE,3,ANYTHINK GOES,12,DYLAN GIBBONS,Matthew Smith,1.01,,1200,3YO+ BM78 CG,SOFT7,OCAST,13
2023-11-25,KEMBLA GRANGE,3,TORONOMICA,3,JASON COLLETT,Richard & Will Freedman,7.0,,1200,3YO+ BM78 CG,SOFT7,OCAST,13
2023-11-25,KEMBLA GRANGE,3,TAP 'N' RUN,9,NOT NOTIFIED,Ron Stubbs,1.01,,1200,3YO+ BM78 CG,SOFT7,OCAST,13
2023-11-25,KEMBLA GRANGE,3,TULLA PARK,7,MOLLY BOURKE,Tash Burleigh,31.0,,1200,3YO+ BM78 CG,SOFT7,OCAST,13
2023-11-25,KEMBLA GRANGE,3,RUNWITHTHETIDE,2,BROCK RYAN,Ross McConville,3.8,4.0,1200,3YO+ BM78 CG,SOFT7,OCAST,13
2023-11-25,KEMBLA GRANGE,4,SHORT SHORTS,5,ZAC WADICK,Brad Widdup,4.4,4.0,1200,3YO+ BM78 FM,SOFT7,OCAST,12
2023-11-25,KEMBLA GRANGE,4,PER INAWAY,3,AMY MCLUCAS,Kris Lees,1.01,,1200,3YO+ BM78 FM,SOFT7,OCAST,12
2023-11-25,KEMBLA GRANGE,4,MISS HELLFIRE,9,JETT STANLEY,Peter & Paul Snowden,1.01,,1200,3YO+ BM78 FM,SOFT7,OCAST,12
2023-11-25,KEMBLA GRANGE,4,DOLLAR MAGIC,1,REECE JONES,Scott Singleton,1.01,,1200,3YO+ BM78 FM,SOFT7,OCAST,12
2023-11-25,KEMBLA GRANGE,4,SEBRENCO,4,ASHLEY MORGAN,Tracey Bartley,10.0,,1200,3YO+ BM78 FM,SOFT7,OCAST,12
2023-11-25,KEMBLA GRANGE,4,SHOHEI,8,ZAC LLOYD,"Michael, Wayne & John Hawkes",1.01,,1200,3YO+ BM78 FM,SOFT7,OCAST,12
2023-11-25,KEMBLA GRANGE,4,SHADOWS OF LOVE,6,TIM CLARK,Kim Waugh,3.9,1.0,1200,3YO+ BM78 FM,SOFT7,OCAST,12
2023-11-25,KEMBLA GRANGE,4,JUNQUEIRA,4,JAMES MCDONALD,John O'Shea,1.01,,1200,3YO+ BM78 FM,SOFT7,OCAST,12
2023-11-25,KEMBLA GRANGE,4,EYE PEA OH,7,TYLER SCHILLER,Richard & Will Freedman,8.0,,1200,3YO+ BM78 FM,SOFT7,OCAST,12
2023-11-25,KEMBLA GRANGE,4,ROCKETEER GIRL,2,REGAN BAYLISS,Gai Waterhouse & Adrian Bott,6.0,,1200,3YO+ BM78 FM,SOFT7,OCAST,12
2023-11-25,KEMBLA GRANGE,4,LEANDRA,1,JASON COLLETT,Jason Attard & Lucy Keegan-Attard,4.2,3.0,1200,3YO+ BM78 FM,SOFT7,OCAST,12
