Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2024-09-07,HAWKESBURY,1,CASANOVA,3,BRAITH NOCK,Claire Lever,5.5,,1800,3YO+ CL1,GOOD4,FINE,8
2024-09-07,HAWKESBURY,1,YOU AND I,2,RORY HUTCHINGS,John Thompson,12.0,,1800,3YO+ CL1,GOOD4,FINE,8
2024-09-07,HAWKESBURY,1,NEVER BIRD,4,NOT NOTIFIED,Paul Theobald,21.0,,1800,3YO+ CL1,GOOD4,FINE,8
2024-09-07,HAWKESBURY,1,UP AND COMER,6,HEAVELON VAN DER H,Annabel Neasham & Rob Archibald,5.0,3.0,1800,3YO+ CL1,GOOD4,FINE,8
2024-09-07,HAWKESBURY,1,EXCELLOR,1,JEFF PENZA,Blake Fitzpatrick,151.0,,1800,3YO+ CL1,GOOD4,FINE,8
2024-09-07,HAWKESBURY,1,NOISES,4,ANDREW ADKINS,Brad Widdup,4.4,1.0,1800,3YO+ CL1,GOOD4,FINE,8
2024-09-07,HAWKESBURY,1,BLAZING SWORD,5,ALYSHA COLLETT,Annabel Neasham & Rob Archibald,2.25,2.0,1800,3YO+ CL1,GOOD4,FINE,8
2024-09-07,HAWKESBURY,1,CASABLANCA EXPRESS,7,JADEN LLOYD,David Payne,19.0,4.0,1800,3YO+ CL1,GOOD4,FINE,8
2024-09-07,HAWKESBURY,2,BETHSHEBA,11,RORY HUTCHINGS,Nikki Hodgson,126.0,,1000,3YO+ MDN,GOOD4,FINE,12
2024-09-07,HAWKESBURY,2,CRAZY MIKKI,1,ANDREW ADKINS,Garry Frazer,71.0,,1000,3YO+ MDN,GOOD4,FINE,12
2024-09-07,HAWKESBURY,2,HEOFON,9,JEFF PENZA,Tommy Wong,61.0,3.0,1000,3YO+ MDN,GOOD4,FINE,12
2024-09-07,HAWKESBURY,2,LEANTOTHEMOON,10,MITCH STAPLEFORD,Angela Davies,26.0,4.0,1000,3YO+ MDN,GOOD4,FINE,12
2024-09-07,HAWKESBURY,2,MAHOGANY GIRL,4,CHAD LEVER,Darryll Kell,12.0,,1000,3YO+ MDN,GOOD4,FINE,12
2024-09-07,HAWKESBURY,2,ROMAN SONG,8,LOUISE DAY,Peter Green,34.0,,1000,3YO+ MDN,GOOD4,FINE,12
2024-09-07,HAWKESBURY,2,SHARPEN THE KNIVES,7,JEAN VAN OVERMEIRE,Sam Kavanagh,11.0,,1000,3YO+ MDN,GOOD4,FINE,12
2024-09-07,HAWKESBURY,2,MIAMI BABY,2,ANDREW GIBBONS,Kris Lees,10.0,,1000,3YO+ MDN,GOOD4,FINE,12
2024-09-07,HAWKESBURY,2,NINGALOO REEF,3,ALYSHA COLLETT,Claire Lever,34.0,2.0,1000,3YO+ MDN,GOOD4,FINE,12
2024-09-07,HAWKESBURY,2,UP THE FRONT,6,SAM CLIPPERTON,Blake Ryan,7.5,1.0,1000,3YO+ MDN,GOOD4,FINE,12
2024-09-07,HAWKESBURY,2,COSMEENA,6,NOT NOTIFIED,Michael Vella,0.0,,1000,3YO+ MDN,GOOD4,FINE,12
2024-09-07,HAWKESBURY,2,NYMPHADORA,5,KEAGAN LATHAM,Stephen O'Halloran,1.35,,1000,3YO+ MDN,GOOD4,FINE,12
2024-09-07,HAWKESBURY,3,BALMORAL,1,KEAGAN LATHAM,Michael Freedman,6.0,2.0,1000,3YO MDN,GOOD4,FINE,10
2024-09-07,HAWKESBURY,3,CEANNASAI,3,LOUIS BEUZELIN,John Thompson,41.0,,1000,3YO MDN,GOOD4,FINE,10
2024-09-07,HAWKESBURY,3,DUKE OF CAMDEN,4,RORY HUTCHINGS,David Pfieffer,23.0,3.0,1000,3YO MDN,GOOD4,FINE,10
2024-09-07,HAWKESBURY,3,COUPLES RETREAT,2,ALYSHA COLLETT,Annabel Neasham & Rob Archibald,2.4,1.0,1000,3YO MDN,GOOD4,FINE,10
2024-09-07,HAWKESBURY,3,NINGALOO REEF,1,NOT NOTIFIED,Claire Lever,26.0,,1000,3YO MDN,GOOD4,FINE,10
2024-09-07,HAWKESBURY,3,COSMEENA,5,JEFF PENZA,Michael Vella,61.0,,1000,3YO MDN,GOOD4,FINE,10
2024-09-07,HAWKESBURY,3,MISS KIM KAR,6,WINONA COSTIN,Bjorn Baker,8.5,,1000,3YO MDN,GOOD4,FINE,10
2024-09-07,HAWKESBURY,3,TRIPLE TEMPO,8,ANDREW ADKINS,Bjorn Baker,6.0,4.0,1000,3YO MDN,GOOD4,FINE,10
2024-09-07,HAWKESBURY,3,TWIRLING,8,SAM CLIPPERTON,Peter Snowden,6.5,,1000,3YO MDN,GOOD4,FINE,10
2024-09-07,HAWKESBURY,3,OBSCURE,7,JEAN VAN OVERMEIRE,James Cummings,4.0,,1000,3YO MDN,GOOD4,FINE,10
2024-09-07,HAWKESBURY,4,FIRST LANDING,9,RORY HUTCHINGS,"Michael, John & Wayne Hawkes",34.0,,1400,MDN CG,GOOD4,FINE,12
2024-09-07,HAWKESBURY,4,HOOKHAM,4,ANDREW ADKINS,Ciaron Maher,41.0,,1400,MDN CG,GOOD4,FINE,12
2024-09-07,HAWKESBURY,4,LISTENTOZOU,6,LEE MAGORRIAN,Chris Waller,5.0,4.0,1400,MDN CG,GOOD4,FINE,12
2024-09-07,HAWKESBURY,4,NEVER JOKING,3,KEAGAN LATHAM,Ciaron Maher,17.0,,1400,MDN CG,GOOD4,FINE,12
2024-09-07,HAWKESBURY,4,RISSHUU,5,BLAKE SPRIGGS,Ciaron Maher,31.0,,1400,MDN CG,GOOD4,FINE,12
2024-09-07,HAWKESBURY,4,ASSENT,4,LOUISE DAY,Ciaron Maher,101.0,,1400,MDN CG,GOOD4,FINE,12
2024-09-07,HAWKESBURY,4,CROWN ESTATE,1,DEANNE PANYA,Marc Conners,23.0,,1400,MDN CG,GOOD4,FINE,12
2024-09-07,HAWKESBURY,4,GONE BANANAS,2,JEFF PENZA,Gerald Ryan & Sterling Alexiou,6.5,1.0,1400,MDN CG,GOOD4,FINE,12
2024-09-07,HAWKESBURY,4,RASP,5,JEAN VAN OVERMEIRE,James Cummings,7.0,,1400,MDN CG,GOOD4,FINE,12
2024-09-07,HAWKESBURY,4,SAN GABRIEL,8,ALYSHA COLLETT,Annabel Neasham & Rob Archibald,23.0,2.0,1400,MDN CG,GOOD4,FINE,12
2024-09-07,HAWKESBURY,4,THE THREE HUNDRED,7,SAM CLIPPERTON,Gai Waterhouse & Adrian Bott,1.9,3.0,1400,MDN CG,GOOD4,FINE,12
2024-09-07,HAWKESBURY,4,TRIPLE TRIPLE,10,NOT NOTIFIED,David Payne,0.0,,1400,MDN CG,GOOD4,FINE,12
2024-09-07,HAWKESBURY,5,BUSH GIRL,1,JEFF PENZA,Kerry Parker,13.0,4.0,1400,MDN FM,GOOD4,FINE,13
2024-09-07,HAWKESBURY,5,LOVE ITALY,2,BLAKE SPRIGGS,Matthew Smith,61.0,,1400,MDN FM,GOOD4,FINE,13
2024-09-07,HAWKESBURY,5,NANTUCKET ISLAND,4,RORY HUTCHINGS,Edward Cummings,81.0,,1400,MDN FM,GOOD4,FINE,13
2024-09-07,HAWKESBURY,5,TAUTOU,5,NOT NOTIFIED,Gai Waterhouse & Adrian Bott,0.0,,1400,MDN FM,GOOD4,FINE,13
2024-09-07,HAWKESBURY,5,TRAPELLA,6,ALYSHA COLLETT,Joseph Pride,101.0,,1400,MDN FM,GOOD4,FINE,13
2024-09-07,HAWKESBURY,5,ELEGANT ARTIST,3,BRAITH NOCK,Gerald Ryan & Sterling Alexiou,12.0,,1400,MDN FM,GOOD4,FINE,13
2024-09-07,HAWKESBURY,5,JUPITER HILLS,8,SAM CLIPPERTON,Gai Waterhouse & Adrian Bott,4.6,3.0,1400,MDN FM,GOOD4,FINE,13
2024-09-07,HAWKESBURY,5,MY PHAR LADY,1,KEAGAN LATHAM,Richard & Will Freedman,34.0,,1400,MDN FM,GOOD4,FINE,13
2024-09-07,HAWKESBURY,5,NOVEMBER AIR,10,HEAVELON VAN DER H,Annabel Neasham & Rob Archibald,18.0,,1400,MDN FM,GOOD4,FINE,13
2024-09-07,HAWKESBURY,5,PINITO,5,JEAN VAN OVERMEIRE,James Cummings,1.45,1.0,1400,MDN FM,GOOD4,FINE,13
2024-09-07,HAWKESBURY,5,POWERS OF OPAL,3,LEE MAGORRIAN,John Sargent,3.2,,1400,MDN FM,GOOD4,FINE,13
2024-09-07,HAWKESBURY,5,SATURDAYS GIRL,12,LEE MAGORRIAN,Chris Waller,0.0,,1400,MDN FM,GOOD4,FINE,13
2024-09-07,HAWKESBURY,5,SPACEBALLS,7,ANDREW ADKINS,Ciaron Maher,11.0,2.0,1400,MDN FM,GOOD4,FINE,13
2024-09-07,HAWKESBURY,6,SPANISH FOX,6,RORY HUTCHINGS,Michael Freedman,1.85,1.0,1300,CL1 CG,GOOD4,FINE,10
2024-09-07,HAWKESBURY,6,THREATENING,8,ANDREW ADKINS,Joseph Pride,2.6,,1300,CL1 CG,GOOD4,FINE,10
2024-09-07,HAWKESBURY,6,DRACO'S FIRE,3,HEAVELON VAN DER H,Annabel Neasham & Rob Archibald,2.8,2.0,1300,CL1 CG,GOOD4,FINE,10
2024-09-07,HAWKESBURY,6,LONE FORCE,5,SAM CLIPPERTON,Matthew Smith,8.0,3.0,1300,CL1 CG,GOOD4,FINE,10
2024-09-07,HAWKESBURY,6,MARENARO,2,OLIVIA CHAMBERS,Dean Mirfin,15.0,4.0,1300,CL1 CG,GOOD4,FINE,10
2024-09-07,HAWKESBURY,6,CITIROC,7,PIERRE BOUDVILLAIN,Geoffrey Crothers,81.0,,1300,CL1 CG,GOOD4,FINE,10
2024-09-07,HAWKESBURY,6,OUTLANDER,9,SHAUN GUYMER,Paul & Martha Cave,23.0,,1300,CL1 CG,GOOD4,FINE,10
2024-09-07,HAWKESBURY,6,CAPITOL HILL,8,LOUIS BEUZELIN,John Thompson,41.0,,1300,CL1 CG,GOOD4,FINE,10
2024-09-07,HAWKESBURY,6,ACHIEVE PERFECTION,4,QUAYDE KROGH,"Barbara Joseph, Paul & Matt Jones",51.0,,1300,CL1 CG,GOOD4,FINE,10
2024-09-07,HAWKESBURY,6,DOUTELLE,1,DEEP SHANKER,Fabio Martino,151.0,,1300,CL1 CG,GOOD4,FINE,10
2024-09-07,HAWKESBURY,7,COHESIVE,3,RORY HUTCHINGS,Edward Cummings,4.6,3.0,1300,CL1 FM,GOOD4,FINE,11
2024-09-07,HAWKESBURY,7,FLYING RANI,6,SAM CLIPPERTON,Matthew Smith,4.2,1.0,1300,CL1 FM,GOOD4,FINE,11
2024-09-07,HAWKESBURY,7,ROYALE VELOUTE,2,BRAITH NOCK,Terry Croft,4.0,,1300,CL1 FM,GOOD4,FINE,11
2024-09-07,HAWKESBURY,7,STRUFF,7,ANDREW CALDER,Richard Collett,4.0,2.0,1300,CL1 FM,GOOD4,FINE,11
2024-09-07,HAWKESBURY,7,ZOE,4,KEAGAN LATHAM,Craig Carmody,13.0,,1300,CL1 FM,GOOD4,FINE,11
2024-09-07,HAWKESBURY,7,CAN DO CANTO,1,OLIVIA CHAMBERS,Bjorn Baker,23.0,4.0,1300,CL1 FM,GOOD4,FINE,11
2024-09-07,HAWKESBURY,7,SKIESTHELIMIT,11,ALYSHA COLLETT,David Pfieffer,8.5,,1300,CL1 FM,GOOD4,FINE,11
2024-09-07,HAWKESBURY,7,LONG MEMORY,5,ANDREW ADKINS,Richard & Will Freedman,10.0,,1300,CL1 FM,GOOD4,FINE,11
2024-09-07,HAWKESBURY,7,WIN THE DAY,5,QUAYDE KROGH,"Barbara Joseph, Paul & Matt Jones",18.0,,1300,CL1 FM,GOOD4,FINE,11
2024-09-07,HAWKESBURY,7,WITHOUT YOU,8,LOUIS BEUZELIN,Marc Chevalier,71.0,,1300,CL1 FM,GOOD4,FINE,11
2024-09-07,HAWKESBURY,7,SATIN SHIMMER,1,JEAN VAN OVERMEIRE,Gai Waterhouse & Adrian Bott,5.0,,1300,CL1 FM,GOOD4,FINE,11
2024-09-07,HAWKESBURY,8,HELLFIRE EXPRESS,1,KEAGAN LATHAM,Nathan Doyle,12.0,,1400,BM68,GOOD4,FINE,12
2024-09-07,HAWKESBURY,8,JUST A BROTHER,9,MITCH STAPLEFORD,Terry Croft,17.0,,1400,BM68,GOOD4,FINE,12
2024-09-07,HAWKESBURY,8,MONDO,11,BRAITH NOCK,Nathan Doyle,2.7,3.0,1400,BM68,GOOD4,FINE,12
2024-09-07,HAWKESBURY,8,CASH ME,5,JEAN VAN OVERMEIRE,Edward Cummings,7.0,1.0,1400,BM68,GOOD4,FINE,12
2024-09-07,HAWKESBURY,8,CEASEFIRE,7,RORY HUTCHINGS,Kim Waugh,34.0,,1400,BM68,GOOD4,FINE,12
2024-09-07,HAWKESBURY,8,CREAM RISES,2,BLAKE SPRIGGS,Mitchell Beer,19.0,,1400,BM68,GOOD4,FINE,12
2024-09-07,HAWKESBURY,8,SATNESS,8,ANDREW ADKINS,Robert & Luke Price,5.0,,1400,BM68,GOOD4,FINE,12
2024-09-07,HAWKESBURY,8,DODI,11,NOT NOTIFIED,Mick Attard,71.0,,1400,BM68,GOOD4,FINE,12
2024-09-07,HAWKESBURY,8,FLYING BANDIT,10,LEE MAGORRIAN,Kerry Parker,10.0,2.0,1400,BM68,GOOD4,FINE,12
2024-09-07,HAWKESBURY,8,TRAPEZE PLEASURE,4,ALYSHA COLLETT,David Pfieffer,11.0,,1400,BM68,GOOD4,FINE,12
2024-09-07,HAWKESBURY,8,OH GOLLY GOSH,3,SAM CLIPPERTON,Jason Attard & Lucy Keegan-Attard,13.0,,1400,BM68,GOOD4,FINE,12
2024-09-07,HAWKESBURY,8,ELLENMAC,6,HEAVELON VAN DER H,Dale Wagstaff,151.0,,1400,BM68,GOOD4,FINE,12
2024-09-07,HAWKESBURY,1,CASANOVA,3,BRAITH NOCK,Claire Lever,5.5,,1800,3YO+ CL1,SOFT7,FINE,8
2024-09-07,HAWKESBURY,1,YOU AND I,2,RORY HUTCHINGS,John Thompson,12.0,,1800,3YO+ CL1,SOFT7,FINE,8
