Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2025-01-28,ARMIDALE,1,HOKU,4,BILLY CRAY,Les Roberts,41.0,,1300,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,1,KENTUCKY GREY,2,LEESHELLE SMALL,Jane Clement,41.0,,1300,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,1,MR TURNER,1,SHAE WILKES,Joel Wilkes,151.0,,1300,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,1,NORTHERN BOOGIE,10,LUKE ROLLS,Colt Prosser,9.0,,1300,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,1,SANTOS EL HALPER,3,CASSEY WILLIAMS,Ian Cook,9.0,3.0,1300,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,1,TAKE THE HINT,7,PETER GRAHAM,Sandra Ollerton,151.0,,1300,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,1,CLAN D'ORO,5,NOT NOTIFIED,Jeremy Sylvester,15.0,,1300,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,1,SECRET KISSES,6,WENDY PEEL,Stirling Osland,81.0,,1300,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,1,BRAVARO,9,BEN LOOKER,Cody Morgan,1.9,1.0,1300,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,1,BY LINDA,8,DONOVAN DILLON,Brett Cavanough,4.0,2.0,1300,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,1,GROOVE CITY,5,MIKAYLA WEIR,Stirling Osland,7.0,4.0,1300,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,2,SIRIUS FLYER,5,DONOVAN DILLON,Brett Cavanough,2.5,,1100,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,2,TAINUI,4,PETER GRAHAM,Geoff O'Brien,34.0,2.0,1100,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,2,SCURRILOUS,11,NOT NOTIFIED,Stirling Osland,0.0,,1100,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,2,UNTOLD STORY,1,MIKAYLA WEIR,Stirling Osland,3.0,1.0,1100,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,2,BEL AMOUR,8,SHAYLEIGH INGELSE,Rodney Ollerton,34.0,,1100,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,2,BUCKLES AND BOWS,6,JACK BAKER,Peter Mills,31.0,4.0,1100,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,2,ELEANOR NANCY,10,ELLEN HENNESSY,Corey & Kylie Geran,1.01,,1100,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,2,HARD TRUTH,7,WENDY PEEL,Keith C Smith,31.0,,1100,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,2,I'M OPINIONATED,9,BEN LOOKER,Damien Lane,3.1,,1100,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,2,PETITE PIERA,3,LUKE ROLLS,Corey & Kylie Geran,4.2,3.0,1100,MDN,SOFT5,FINE,11
2025-01-28,ARMIDALE,2,RUBILICIOUS,2,SIENA GRIMA,Troy O'Neile,5.0,,1100,MDN,SOFT5,FINE,11
