Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2025-01-29,KEMBLA GRANGE,1,ISTOLEA MERC,1,ASHLEY MORGAN,Bjorn Baker,1.8,2.0,1000,MDN,GOOD4,OCAST,8
2025-01-29,KEMBLA GRANGE,1,BLANC DE NOIR,8,REGAN BAYLISS,Michael Freedman,4.2,,1000,MDN,GOOD4,OCAST,8
2025-01-29,KEMBLA GRANGE,1,BOLD BIDDER,6,JOSHUA PARR,Bjorn Baker,2.9,1.0,1000,MDN,GOOD4,OCAST,8
2025-01-29,KEMBLA GRANGE,1,CALIFORNIA COMMAND,5,KERRIN MCEVOY,Peter Snowden,8.5,3.0,1000,MDN,GOOD4,OCAST,8
2025-01-29,KEMBLA GRANGE,1,ADMIRAL UNYIELDING,7,CHAD LEVER,Joseph Ible,19.0,,1000,MDN,GOOD4,OCAST,8
2025-01-29,KEMBLA GRANGE,1,SCULPTOR,2,MOLLY BOURKE,Gary Portelli,10.0,,1000,MDN,GOOD4,OCAST,8
2025-01-29,KEMBLA GRANGE,1,CASTAWAY CORAL,3,HEAVELON VAN DER H,Jason Coyle,126.0,4.0,1000,MDN,GOOD4,OCAST,8
2025-01-29,KEMBLA GRANGE,1,JOE JITSU,4,EDUARDO HALIER,Craig Carmody,34.0,,1000,MDN,GOOD4,OCAST,8
2025-01-29,KEMBLA GRANGE,2,EASTERN FRONT,2,ZAC WADICK,Brad Widdup,1.8,3.0,1200,CL1,GOOD4,OCAST,8
2025-01-29,KEMBLA GRANGE,2,SHOW PONY,6,TYLER SCHILLER,Mitchell Beer,3.4,4.0,1200,CL1,GOOD4,OCAST,8
2025-01-29,KEMBLA GRANGE,2,ANOTHER FORTUNE,4,CHAD LEVER,Claire Lever,34.0,1.0,1200,CL1,GOOD4,OCAST,8
2025-01-29,KEMBLA GRANGE,2,TAKE YOU THERE,2,LEE MAGORRIAN,Kerry Parker,7.0,,1200,CL1,GOOD4,OCAST,8
2025-01-29,KEMBLA GRANGE,2,SPOTTHEFAKER,3,SHAUN GUYMER,Ross McConville,71.0,,1200,CL1,GOOD4,OCAST,8
2025-01-29,KEMBLA GRANGE,2,ROYAL BOMBADIER,5,MOLLIE FITZGERALD,Terry Croft,3.9,2.0,1200,CL1,GOOD4,OCAST,8
2025-01-29,KEMBLA GRANGE,2,SPEEDSTER,1,JEAN VAN OVERMEIRE,Peter Green,31.0,,1200,CL1,GOOD4,OCAST,8
