Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners
2025-08-13,RANDWICK KENSINGTON,1,ARTISTIC VENTURE,2,ZAC LLOYD,John O'Shea & Tom Charlton,1.01,,1150,3YO MDN F,HVY9,FINE,9
2025-08-13,RANDWICK KENSINGTON,1,AUTUMN BLONDE,3,DYLAN GIBBONS,John Sargent,4.6,4.0,1150,3YO MDN F,HVY9,FINE,9
2025-08-13,RANDWICK KENSINGTON,1,CANTIAMO,2,JAMES MCDONALD,Kris Lees,1.6,1.0,1150,3YO MDN F,HVY9,FINE,9
2025-08-13,RANDWICK KENSINGTON,1,RAJWA,4,TOMMY BERRY,Michael Freedman,1.01,,1150,3YO MDN F,HVY9,FINE,9
2025-08-13,RANDWICK KENSINGTON,1,SOLAR DANCE,6,REGAN BAYLISS,John Sargent,11.0,3.0,1150,3YO MDN F,HVY9,FINE,9
2025-08-13,RANDWICK KENSINGTON,1,BASSETT'S CHOICE,9,JASON COLLETT,Chris Waller,1.01,,1150,3YO MDN F,HVY9,FINE,9
2025-08-13,RANDWICK KENSINGTON,1,DONUT,5,WINONA COSTIN,Craig Carmody,61.0,,1150,3YO MDN F,HVY9,FINE,9
2025-08-13,RANDWICK KENSINGTON,1,GREY BELIEF,4,CHAD LEVER,Terry Croft,51.0,,1150,3YO MDN F,HVY9,FINE,9
2025-08-13,RANDWICK KENSINGTON,1,NULLARBOR JANE,1,MOLLY BOURKE,John Sargent,5.0,2.0,1150,3YO MDN F,HVY9,FINE,9
2025-08-13,RANDWICK KENSINGTON,2,SANCTIFIED,2,BRAITH NOCK,Gerald Ryan & Sterling Alexiou,3.7,2.0,1150,3YO MDN CG,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,2,SIXTIES,5,JAMES MCDONALD,Chris Waller,2.9,1.0,1150,3YO MDN CG,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,2,BANKNOTE HUSTLER,11,CHAD SCHOFIELD,Mick Price & Michael Kent (Jnr),1.01,,1150,3YO MDN CG,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,2,CLEAR BLUE DAY,1,JOSHUA PARR,Richard & Will Freedman,1.01,,1150,3YO MDN CG,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,2,INIESTA,3,ZAC LLOYD,John O'Shea & Tom Charlton,3.1,,1150,3YO MDN CG,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,2,OUTER BANKS,6,KERRIN MCEVOY,Peter Snowden,7.0,4.0,1150,3YO MDN CG,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,2,PORTOFINO,8,JASON COLLETT,Chris Waller,1.01,,1150,3YO MDN CG,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,2,TUSCANY,5,TIM CLARK,Gai Waterhouse & Adrian Bott,1.01,,1150,3YO MDN CG,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,2,WOODROW,4,DYLAN GIBBONS,Kris Lees,15.0,3.0,1150,3YO MDN CG,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,2,OHOPE,6,TOMMY BERRY,Michael Freedman,1.01,,1150,3YO MDN CG,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,2,ROYAL CORPORAL,1,CHAD LEVER,Terry Croft,61.0,,1150,3YO MDN CG,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,3,TAZIMA,6,SIENA GRIMA,Chris Waller,2.3,1.0,1800,3YO+ BM64,HVY9,FINE,10
2025-08-13,RANDWICK KENSINGTON,3,AUTUMN DREAM,4,BRAITH NOCK,Annabel & Rob Archibald,7.5,,1800,3YO+ BM64,HVY9,FINE,10
2025-08-13,RANDWICK KENSINGTON,3,SUNSET PARK,4,WILLIAM STANLEY,Brad Widdup,12.0,,1800,3YO+ BM64,HVY9,FINE,10
2025-08-13,RANDWICK KENSINGTON,3,SO SLEEK,5,ANNA ROPER,Kerry Parker,21.0,,1800,3YO+ BM64,HVY9,FINE,10
2025-08-13,RANDWICK KENSINGTON,3,STARPHISTOCATED,8,NASH RAWILLER,John Thompson,4.2,2.0,1800,3YO+ BM64,HVY9,FINE,10
2025-08-13,RANDWICK KENSINGTON,3,STING IN THE TAIL,10,TOMMY BERRY,Chris Waller,17.0,,1800,3YO+ BM64,HVY9,FINE,10
2025-08-13,RANDWICK KENSINGTON,3,STONECOAT,3,ALYSHA COLLETT,Matthew Kelley,26.0,,1800,3YO+ BM64,HVY9,FINE,10
2025-08-13,RANDWICK KENSINGTON,3,INDIGO STAR,2,JAMES MCDONALD,Chris Waller,6.0,4.0,1800,3YO+ BM64,HVY9,FINE,10
2025-08-13,RANDWICK KENSINGTON,3,LUSKAIRE,7,TOM SHERRY,Annabel & Rob Archibald,9.0,3.0,1800,3YO+ BM64,HVY9,FINE,10
2025-08-13,RANDWICK KENSINGTON,3,OKAMI STAR,1,WINONA COSTIN,Clarry Conners,26.0,,1800,3YO+ BM64,HVY9,FINE,10
2025-08-13,RANDWICK KENSINGTON,4,AXIUS,5,BRAITH NOCK,Ciaron Maher,2.1,1.0,1300,3YO+ BM72 CG,HVY9,FINE,8
2025-08-13,RANDWICK KENSINGTON,4,C'MON MATE,7,ANNA ROPER,Ross McConville,21.0,,1300,3YO+ BM72 CG,HVY9,FINE,8
2025-08-13,RANDWICK KENSINGTON,4,CROP DUSTER,2,TOM SHERRY,Jeremy Gask,6.5,2.0,1300,3YO+ BM72 CG,HVY9,FINE,8
2025-08-13,RANDWICK KENSINGTON,4,VICTORY LANE,4,TOMMY BERRY,Robert & Luke Price,8.5,,1300,3YO+ BM72 CG,HVY9,FINE,8
2025-08-13,RANDWICK KENSINGTON,4,JOHNNY THE KID,3,NASH RAWILLER,Gai Waterhouse & Adrian Bott,7.5,,1300,3YO+ BM72 CG,HVY9,FINE,8
2025-08-13,RANDWICK KENSINGTON,4,PRETTY POWERFUL,1,JAMES MCDONALD,Chris Waller,6.0,3.0,1300,3YO+ BM72 CG,HVY9,FINE,8
2025-08-13,RANDWICK KENSINGTON,4,THE REPLICANT,6,JASON COLLETT,Joseph Pride,10.0,4.0,1300,3YO+ BM72 CG,HVY9,FINE,8
2025-08-13,RANDWICK KENSINGTON,4,UNITED KINGDOM,7,ZAC LLOYD,Chris Waller,1.01,,1300,3YO+ BM72 CG,HVY9,FINE,8
2025-08-13,RANDWICK KENSINGTON,5,CAVALLO RAMPANTE,4,BRAITH NOCK,Ciaron Maher,6.5,,1000,5YO+ BM72,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,5,IRON WILL,6,BILLY OWEN,Tash Burleigh,12.0,2.0,1000,5YO+ BM72,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,5,NEGOTIATIONS,10,BENJAMIN OSMOND,Ciaron Maher,17.0,,1000,5YO+ BM72,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,5,JAMBALAYA,2,TOM SHERRY,Richard Litt,6.5,4.0,1000,5YO+ BM72,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,5,KIRIBATI,5,JAMES MCDONALD,Ciaron Maher,9.5,,1000,5YO+ BM72,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,5,PASSEGGIATA,4,ASHLEY MORGAN,Richard & Will Freedman,3.5,,1000,5YO+ BM72,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,5,MOONLIGHT GAMBLER,1,JAY FORD,Joseph Pride,10.0,,1000,5YO+ BM72,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,5,ARE EE QUE,7,MADELINE OWEN,Ron Quinton,11.0,,1000,5YO+ BM72,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,5,ELEGANT EMPRESS,6,OLIVIA CHAMBERS,Jarrod Austin,19.0,,1000,5YO+ BM72,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,5,MONTE SUPREME,8,JASON COLLETT,Bjorn Baker,3.5,1.0,1000,5YO+ BM72,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,5,REBEL DEAN,3,DYLAN GIBBONS,Matthew Dale,12.0,3.0,1000,5YO+ BM72,HVY9,FINE,11
2025-08-13,RANDWICK KENSINGTON,6,CRISTAL CLEAR,4,BRAITH NOCK,Annabel & Rob Archibald,8.0,4.0,1550,3YO+ BM72,HVY9,FINE,12
